Vocab size: 8,192
CUDA capability: 12.0
torch.compile model: False
torch.compile optimizer: False
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 5, 'n_kv_head': 5, 'n_embd': 640, 'window_pattern': 'SSLL'}
Parameter counts:
  wte                     : 5,242,880
  value_embeds            : 20,971,520
  lm_head                 : 5,242,880
  transformer_matrices    : 39,322,240
  scalars                 : 16
  total                   : 70,779,536
Estimated FLOPs per token: 3.617626e+08
Scaling AdamW LRs by 1/sqrt(640/768) = 1.095445
Time budget: 300s
Gradient accumulation steps: 8

step 00000 (0.0%) | loss: 9.010969 | lrm: 0.00 | dt: 962ms | tok/sec: 136,191 | mfu: 5.0% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.011037 | lrm: 0.00 | dt: 836ms | tok/sec: 156,797 | mfu: 5.7% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.011052 | lrm: 0.00 | dt: 836ms | tok/sec: 156,836 | mfu: 5.7% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 9.011150 | lrm: 0.00 | dt: 836ms | tok/sec: 156,827 | mfu: 5.7% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 9.011099 | lrm: 0.00 | dt: 836ms | tok/sec: 156,805 | mfu: 5.7% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 9.011119 | lrm: 0.00 | dt: 836ms | tok/sec: 156,858 | mfu: 5.7% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 9.011100 | lrm: 0.00 | dt: 836ms | tok/sec: 156,859 | mfu: 5.7% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 9.011116 | lrm: 0.00 | dt: 836ms | tok/sec: 156,835 | mfu: 5.7% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 9.011035 | lrm: 0.00 | dt: 836ms | tok/sec: 156,789 | mfu: 5.7% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 9.011035 | lrm: 0.00 | dt: 836ms | tok/sec: 156,837 | mfu: 5.7% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 9.010969 | lrm: 0.00 | dt: 836ms | tok/sec: 156,799 | mfu: 5.7% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 9.011011 | lrm: 0.00 | dt: 836ms | tok/sec: 156,803 | mfu: 5.7% | epoch: 1 | remaining: 299s    
step 00012 (0.3%) | loss: 9.011008 | lrm: 0.06 | dt: 836ms | tok/sec: 156,830 | mfu: 5.7% | epoch: 1 | remaining: 298s    
step 00013 (0.6%) | loss: 9.008096 | lrm: 0.11 | dt: 837ms | tok/sec: 156,549 | mfu: 5.7% | epoch: 1 | remaining: 297s    
step 00014 (0.8%) | loss: 8.999244 | lrm: 0.17 | dt: 837ms | tok/sec: 156,573 | mfu: 5.7% | epoch: 1 | remaining: 297s    
step 00015 (1.1%) | loss: 8.979259 | lrm: 0.22 | dt: 837ms | tok/sec: 156,560 | mfu: 5.7% | epoch: 1 | remaining: 296s    
step 00016 (1.4%) | loss: 8.931597 | lrm: 0.28 | dt: 837ms | tok/sec: 156,586 | mfu: 5.7% | epoch: 1 | remaining: 295s    
step 00017 (1.7%) | loss: 8.824534 | lrm: 0.33 | dt: 837ms | tok/sec: 156,538 | mfu: 5.7% | epoch: 1 | remaining: 294s    
step 00018 (2.0%) | loss: 8.691479 | lrm: 0.39 | dt: 837ms | tok/sec: 156,585 | mfu: 5.7% | epoch: 1 | remaining: 293s    
step 00019 (2.2%) | loss: 8.524154 | lrm: 0.45 | dt: 837ms | tok/sec: 156,587 | mfu: 5.7% | epoch: 1 | remaining: 292s    
step 00020 (2.5%) | loss: 8.344323 | lrm: 0.50 | dt: 837ms | tok/sec: 156,591 | mfu: 5.7% | epoch: 1 | remaining: 292s    
step 00021 (2.8%) | loss: 8.166629 | lrm: 0.56 | dt: 837ms | tok/sec: 156,574 | mfu: 5.7% | epoch: 1 | remaining: 291s    
step 00022 (3.1%) | loss: 7.972155 | lrm: 0.61 | dt: 837ms | tok/sec: 156,563 | mfu: 5.7% | epoch: 1 | remaining: 290s    
step 00023 (3.3%) | loss: 7.793051 | lrm: 0.67 | dt: 837ms | tok/sec: 156,584 | mfu: 5.7% | epoch: 1 | remaining: 289s    
step 00024 (3.6%) | loss: 7.607464 | lrm: 0.73 | dt: 837ms | tok/sec: 156,551 | mfu: 5.7% | epoch: 1 | remaining: 288s    
step 00025 (3.9%) | loss: 7.443038 | lrm: 0.78 | dt: 837ms | tok/sec: 156,567 | mfu: 5.7% | epoch: 1 | remaining: 287s    
step 00026 (4.2%) | loss: 7.279933 | lrm: 0.84 | dt: 838ms | tok/sec: 156,484 | mfu: 5.7% | epoch: 1 | remaining: 287s    
step 00027 (4.5%) | loss: 7.133059 | lrm: 0.89 | dt: 837ms | tok/sec: 156,533 | mfu: 5.7% | epoch: 1 | remaining: 286s    
step 00028 (4.7%) | loss: 6.998508 | lrm: 0.95 | dt: 837ms | tok/sec: 156,543 | mfu: 5.7% | epoch: 1 | remaining: 285s    
step 00029 (5.0%) | loss: 6.876873 | lrm: 1.00 | dt: 837ms | tok/sec: 156,562 | mfu: 5.7% | epoch: 1 | remaining: 284s    
step 00030 (5.3%) | loss: 6.763914 | lrm: 1.00 | dt: 837ms | tok/sec: 156,540 | mfu: 5.7% | epoch: 1 | remaining: 283s    
step 00031 (5.6%) | loss: 6.655725 | lrm: 1.00 | dt: 837ms | tok/sec: 156,514 | mfu: 5.7% | epoch: 1 | remaining: 282s    
step 00032 (5.9%) | loss: 6.550346 | lrm: 1.00 | dt: 837ms | tok/sec: 156,541 | mfu: 5.7% | epoch: 1 | remaining: 282s    
step 00033 (6.1%) | loss: 6.456462 | lrm: 1.00 | dt: 837ms | tok/sec: 156,513 | mfu: 5.7% | epoch: 1 | remaining: 281s    
step 00034 (6.4%) | loss: 6.365490 | lrm: 1.00 | dt: 838ms | tok/sec: 156,474 | mfu: 5.7% | epoch: 1 | remaining: 280s    
step 00035 (6.7%) | loss: 6.292224 | lrm: 1.00 | dt: 837ms | tok/sec: 156,507 | mfu: 5.7% | epoch: 1 | remaining: 279s    
step 00036 (7.0%) | loss: 6.225358 | lrm: 1.00 | dt: 837ms | tok/sec: 156,539 | mfu: 5.7% | epoch: 1 | remaining: 278s    
step 00037 (7.3%) | loss: 6.147461 | lrm: 1.00 | dt: 837ms | tok/sec: 156,541 | mfu: 5.7% | epoch: 1 | remaining: 277s    
step 00038 (7.5%) | loss: 6.089873 | lrm: 1.00 | dt: 837ms | tok/sec: 156,561 | mfu: 5.7% | epoch: 1 | remaining: 277s    
step 00039 (7.8%) | loss: 6.026073 | lrm: 1.00 | dt: 837ms | tok/sec: 156,525 | mfu: 5.7% | epoch: 1 | remaining: 276s    
step 00040 (8.1%) | loss: 5.964707 | lrm: 1.00 | dt: 837ms | tok/sec: 156,506 | mfu: 5.7% | epoch: 1 | remaining: 275s    
step 00041 (8.4%) | loss: 5.927876 | lrm: 1.00 | dt: 837ms | tok/sec: 156,536 | mfu: 5.7% | epoch: 1 | remaining: 274s    
step 00042 (8.7%) | loss: 5.883481 | lrm: 1.00 | dt: 837ms | tok/sec: 156,539 | mfu: 5.7% | epoch: 1 | remaining: 273s    
step 00043 (8.9%) | loss: 5.828683 | lrm: 1.00 | dt: 837ms | tok/sec: 156,507 | mfu: 5.7% | epoch: 1 | remaining: 272s    
step 00044 (9.2%) | loss: 5.789944 | lrm: 1.00 | dt: 838ms | tok/sec: 156,462 | mfu: 5.7% | epoch: 1 | remaining: 272s    
step 00045 (9.5%) | loss: 5.746050 | lrm: 1.00 | dt: 837ms | tok/sec: 156,516 | mfu: 5.7% | epoch: 1 | remaining: 271s    
step 00046 (9.8%) | loss: 5.708885 | lrm: 1.00 | dt: 837ms | tok/sec: 156,543 | mfu: 5.7% | epoch: 1 | remaining: 270s    
step 00047 (10.0%) | loss: 5.669050 | lrm: 1.00 | dt: 837ms | tok/sec: 156,510 | mfu: 5.7% | epoch: 1 | remaining: 269s    
step 00048 (10.3%) | loss: 5.640744 | lrm: 1.00 | dt: 838ms | tok/sec: 156,458 | mfu: 5.7% | epoch: 1 | remaining: 268s    
step 00049 (10.6%) | loss: 5.614718 | lrm: 1.00 | dt: 837ms | tok/sec: 156,527 | mfu: 5.7% | epoch: 1 | remaining: 267s    
step 00050 (10.9%) | loss: 5.586878 | lrm: 1.00 | dt: 837ms | tok/sec: 156,522 | mfu: 5.7% | epoch: 1 | remaining: 267s    
step 00051 (11.2%) | loss: 5.545560 | lrm: 1.00 | dt: 838ms | tok/sec: 156,496 | mfu: 5.7% | epoch: 1 | remaining: 266s    
step 00052 (11.4%) | loss: 5.513569 | lrm: 1.00 | dt: 837ms | tok/sec: 156,528 | mfu: 5.7% | epoch: 1 | remaining: 265s    
step 00053 (11.7%) | loss: 5.487143 | lrm: 1.00 | dt: 837ms | tok/sec: 156,535 | mfu: 5.7% | epoch: 1 | remaining: 264s    
step 00054 (12.0%) | loss: 5.454663 | lrm: 1.00 | dt: 837ms | tok/sec: 156,550 | mfu: 5.7% | epoch: 1 | remaining: 263s    
step 00055 (12.3%) | loss: 5.429924 | lrm: 1.00 | dt: 837ms | tok/sec: 156,534 | mfu: 5.7% | epoch: 1 | remaining: 262s    
step 00056 (12.6%) | loss: 5.413635 | lrm: 1.00 | dt: 837ms | tok/sec: 156,520 | mfu: 5.7% | epoch: 1 | remaining: 261s    
