Vocab size: 8,192
CUDA capability: 12.0
torch.compile model: False
torch.compile optimizer: False
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 6, 'n_head': 3, 'n_kv_head': 3, 'n_embd': 384, 'window_pattern': 'SSLL'}
Parameter counts:
  wte                     : 3,145,728
  value_embeds            : 9,437,184
  lm_head                 : 3,145,728
  transformer_matrices    : 10,617,120
  scalars                 : 12
  total                   : 26,345,772
Estimated FLOPs per token: 1.250444e+08
Scaling AdamW LRs by 1/sqrt(384/768) = 1.414214
Time budget: 300s
Gradient accumulation steps: 8

step 00000 (0.0%) | loss: 9.011224 | lrm: 0.00 | dt: 546ms | tok/sec: 239,939 | mfu: 3.0% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.011128 | lrm: 0.00 | dt: 384ms | tok/sec: 341,010 | mfu: 4.3% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.011040 | lrm: 0.00 | dt: 384ms | tok/sec: 341,276 | mfu: 4.3% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 9.011058 | lrm: 0.00 | dt: 384ms | tok/sec: 341,058 | mfu: 4.3% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 9.011039 | lrm: 0.00 | dt: 384ms | tok/sec: 341,155 | mfu: 4.3% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 9.011071 | lrm: 0.00 | dt: 384ms | tok/sec: 341,118 | mfu: 4.3% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 9.011144 | lrm: 0.00 | dt: 384ms | tok/sec: 341,038 | mfu: 4.3% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 9.011111 | lrm: 0.00 | dt: 384ms | tok/sec: 341,205 | mfu: 4.3% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 9.011094 | lrm: 0.00 | dt: 384ms | tok/sec: 341,091 | mfu: 4.3% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 9.011097 | lrm: 0.00 | dt: 384ms | tok/sec: 341,066 | mfu: 4.3% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 9.011125 | lrm: 0.00 | dt: 384ms | tok/sec: 340,912 | mfu: 4.3% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 9.011082 | lrm: 0.00 | dt: 384ms | tok/sec: 341,177 | mfu: 4.3% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 9.011103 | lrm: 0.03 | dt: 384ms | tok/sec: 341,137 | mfu: 4.3% | epoch: 1 | remaining: 299s    
step 00013 (0.3%) | loss: 9.010149 | lrm: 0.05 | dt: 385ms | tok/sec: 340,618 | mfu: 4.3% | epoch: 1 | remaining: 299s    
step 00014 (0.4%) | loss: 9.007264 | lrm: 0.08 | dt: 385ms | tok/sec: 340,642 | mfu: 4.3% | epoch: 1 | remaining: 298s    
step 00015 (0.5%) | loss: 9.001817 | lrm: 0.10 | dt: 385ms | tok/sec: 340,594 | mfu: 4.3% | epoch: 1 | remaining: 298s    
step 00016 (0.6%) | loss: 8.992293 | lrm: 0.13 | dt: 385ms | tok/sec: 340,489 | mfu: 4.3% | epoch: 1 | remaining: 298s    
step 00017 (0.8%) | loss: 8.972842 | lrm: 0.15 | dt: 385ms | tok/sec: 340,523 | mfu: 4.3% | epoch: 1 | remaining: 297s    
step 00018 (0.9%) | loss: 8.939697 | lrm: 0.18 | dt: 385ms | tok/sec: 340,542 | mfu: 4.3% | epoch: 1 | remaining: 297s    
step 00019 (1.0%) | loss: 8.877026 | lrm: 0.21 | dt: 385ms | tok/sec: 340,502 | mfu: 4.3% | epoch: 1 | remaining: 297s    
step 00020 (1.2%) | loss: 8.783925 | lrm: 0.23 | dt: 385ms | tok/sec: 340,441 | mfu: 4.3% | epoch: 1 | remaining: 296s    
step 00021 (1.3%) | loss: 8.672230 | lrm: 0.26 | dt: 385ms | tok/sec: 340,578 | mfu: 4.3% | epoch: 1 | remaining: 296s    
step 00022 (1.4%) | loss: 8.541411 | lrm: 0.28 | dt: 385ms | tok/sec: 340,499 | mfu: 4.3% | epoch: 1 | remaining: 295s    
step 00023 (1.5%) | loss: 8.396900 | lrm: 0.31 | dt: 385ms | tok/sec: 340,481 | mfu: 4.3% | epoch: 1 | remaining: 295s    
step 00024 (1.7%) | loss: 8.233270 | lrm: 0.33 | dt: 385ms | tok/sec: 340,354 | mfu: 4.3% | epoch: 1 | remaining: 295s    
step 00025 (1.8%) | loss: 8.072666 | lrm: 0.36 | dt: 385ms | tok/sec: 340,203 | mfu: 4.3% | epoch: 1 | remaining: 294s    
step 00026 (1.9%) | loss: 7.904758 | lrm: 0.38 | dt: 385ms | tok/sec: 340,445 | mfu: 4.3% | epoch: 1 | remaining: 294s    
step 00027 (2.1%) | loss: 7.748503 | lrm: 0.41 | dt: 385ms | tok/sec: 340,718 | mfu: 4.3% | epoch: 1 | remaining: 293s    
step 00028 (2.2%) | loss: 7.597968 | lrm: 0.44 | dt: 385ms | tok/sec: 340,719 | mfu: 4.3% | epoch: 1 | remaining: 293s    
step 00029 (2.3%) | loss: 7.462384 | lrm: 0.46 | dt: 385ms | tok/sec: 340,282 | mfu: 4.3% | epoch: 1 | remaining: 293s    
step 00030 (2.4%) | loss: 7.330812 | lrm: 0.49 | dt: 385ms | tok/sec: 340,492 | mfu: 4.3% | epoch: 1 | remaining: 292s    
step 00031 (2.6%) | loss: 7.206804 | lrm: 0.51 | dt: 385ms | tok/sec: 340,512 | mfu: 4.3% | epoch: 1 | remaining: 292s    
step 00032 (2.7%) | loss: 7.084642 | lrm: 0.54 | dt: 385ms | tok/sec: 340,827 | mfu: 4.3% | epoch: 1 | remaining: 292s    
step 00033 (2.8%) | loss: 6.970993 | lrm: 0.56 | dt: 385ms | tok/sec: 340,787 | mfu: 4.3% | epoch: 1 | remaining: 291s    
step 00034 (3.0%) | loss: 6.864810 | lrm: 0.59 | dt: 385ms | tok/sec: 340,706 | mfu: 4.3% | epoch: 1 | remaining: 291s    
step 00035 (3.1%) | loss: 6.775771 | lrm: 0.62 | dt: 385ms | tok/sec: 340,586 | mfu: 4.3% | epoch: 1 | remaining: 290s    
step 00036 (3.2%) | loss: 6.688571 | lrm: 0.64 | dt: 385ms | tok/sec: 340,469 | mfu: 4.3% | epoch: 1 | remaining: 290s    
