Vocab size: 8,192
CUDA capability: 12.0
torch.compile model: False
torch.compile optimizer: False
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 10, 'n_head': 5, 'n_kv_head': 5, 'n_embd': 480, 'window_pattern': 'SSLL'}
Parameter counts:
  wte                     : 3,932,160
  value_embeds            : 19,660,800
  lm_head                 : 3,932,160
  transformer_matrices    : 27,648,800
  scalars                 : 20
  total                   : 55,173,940
Estimated FLOPs per token: 2.779594e+08
Scaling AdamW LRs by 1/sqrt(480/768) = 1.264911
Time budget: 300s
Gradient accumulation steps: 8

step 00000 (0.0%) | loss: 9.010838 | lrm: 0.00 | dt: 1219ms | tok/sec: 107,552 | mfu: 3.0% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.010973 | lrm: 0.00 | dt: 1110ms | tok/sec: 118,088 | mfu: 3.3% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.010981 | lrm: 0.00 | dt: 1114ms | tok/sec: 117,679 | mfu: 3.3% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 9.010941 | lrm: 0.00 | dt: 1084ms | tok/sec: 120,879 | mfu: 3.4% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 9.011003 | lrm: 0.00 | dt: 1084ms | tok/sec: 120,860 | mfu: 3.4% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 9.010987 | lrm: 0.00 | dt: 1086ms | tok/sec: 120,713 | mfu: 3.4% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 9.010969 | lrm: 0.00 | dt: 1086ms | tok/sec: 120,710 | mfu: 3.4% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 9.010990 | lrm: 0.00 | dt: 1085ms | tok/sec: 120,793 | mfu: 3.4% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 9.011056 | lrm: 0.00 | dt: 1085ms | tok/sec: 120,835 | mfu: 3.4% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 9.011074 | lrm: 0.00 | dt: 1079ms | tok/sec: 121,442 | mfu: 3.4% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 9.011097 | lrm: 0.00 | dt: 1098ms | tok/sec: 119,380 | mfu: 3.4% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 9.011131 | lrm: 0.00 | dt: 1090ms | tok/sec: 120,281 | mfu: 3.4% | epoch: 1 | remaining: 299s    
step 00012 (0.4%) | loss: 9.011166 | lrm: 0.07 | dt: 1089ms | tok/sec: 120,356 | mfu: 3.4% | epoch: 1 | remaining: 298s    
step 00013 (0.7%) | loss: 9.007840 | lrm: 0.15 | dt: 1091ms | tok/sec: 120,147 | mfu: 3.4% | epoch: 1 | remaining: 297s    
step 00014 (1.1%) | loss: 8.997332 | lrm: 0.22 | dt: 1090ms | tok/sec: 120,215 | mfu: 3.4% | epoch: 1 | remaining: 296s    
step 00015 (1.5%) | loss: 8.970638 | lrm: 0.29 | dt: 1090ms | tok/sec: 120,236 | mfu: 3.4% | epoch: 1 | remaining: 295s    
step 00016 (1.8%) | loss: 8.900497 | lrm: 0.36 | dt: 1091ms | tok/sec: 120,089 | mfu: 3.4% | epoch: 1 | remaining: 293s    
step 00017 (2.2%) | loss: 8.776616 | lrm: 0.44 | dt: 1090ms | tok/sec: 120,210 | mfu: 3.4% | epoch: 1 | remaining: 292s    
step 00018 (2.5%) | loss: 8.628292 | lrm: 0.51 | dt: 1058ms | tok/sec: 123,832 | mfu: 3.5% | epoch: 1 | remaining: 291s    
step 00019 (2.9%) | loss: 8.449993 | lrm: 0.58 | dt: 1111ms | tok/sec: 117,988 | mfu: 3.3% | epoch: 1 | remaining: 290s    
step 00020 (3.3%) | loss: 8.261067 | lrm: 0.65 | dt: 1082ms | tok/sec: 121,178 | mfu: 3.4% | epoch: 1 | remaining: 289s    
step 00021 (3.6%) | loss: 8.082262 | lrm: 0.73 | dt: 1087ms | tok/sec: 120,556 | mfu: 3.4% | epoch: 1 | remaining: 288s    
step 00022 (4.0%) | loss: 7.889146 | lrm: 0.80 | dt: 1086ms | tok/sec: 120,701 | mfu: 3.4% | epoch: 1 | remaining: 287s    
step 00023 (4.4%) | loss: 7.712172 | lrm: 0.87 | dt: 1086ms | tok/sec: 120,728 | mfu: 3.4% | epoch: 1 | remaining: 286s    
step 00024 (4.7%) | loss: 7.530365 | lrm: 0.94 | dt: 1086ms | tok/sec: 120,684 | mfu: 3.4% | epoch: 1 | remaining: 285s    
step 00025 (5.1%) | loss: 7.365052 | lrm: 1.00 | dt: 1085ms | tok/sec: 120,776 | mfu: 3.4% | epoch: 1 | remaining: 284s    
step 00026 (5.4%) | loss: 7.201887 | lrm: 1.00 | dt: 1085ms | tok/sec: 120,826 | mfu: 3.4% | epoch: 1 | remaining: 283s    
step 00027 (5.8%) | loss: 7.058061 | lrm: 1.00 | dt: 1085ms | tok/sec: 120,796 | mfu: 3.4% | epoch: 1 | remaining: 282s    
step 00028 (6.2%) | loss: 6.931673 | lrm: 1.00 | dt: 1089ms | tok/sec: 120,402 | mfu: 3.4% | epoch: 1 | remaining: 280s    
step 00029 (6.5%) | loss: 6.821826 | lrm: 1.00 | dt: 1090ms | tok/sec: 120,232 | mfu: 3.4% | epoch: 1 | remaining: 279s    
step 00030 (6.9%) | loss: 6.713821 | lrm: 1.00 | dt: 1091ms | tok/sec: 120,138 | mfu: 3.4% | epoch: 1 | remaining: 278s    
step 00031 (7.3%) | loss: 6.609270 | lrm: 1.00 | dt: 1092ms | tok/sec: 120,028 | mfu: 3.4% | epoch: 1 | remaining: 277s    
step 00032 (7.6%) | loss: 6.506152 | lrm: 1.00 | dt: 1091ms | tok/sec: 120,154 | mfu: 3.4% | epoch: 1 | remaining: 276s    
step 00033 (8.0%) | loss: 6.416626 | lrm: 1.00 | dt: 1090ms | tok/sec: 120,218 | mfu: 3.4% | epoch: 1 | remaining: 275s    
step 00034 (8.3%) | loss: 6.329024 | lrm: 1.00 | dt: 1119ms | tok/sec: 117,158 | mfu: 3.3% | epoch: 1 | remaining: 274s    
step 00035 (8.7%) | loss: 6.260795 | lrm: 1.00 | dt: 1090ms | tok/sec: 120,213 | mfu: 3.4% | epoch: 1 | remaining: 273s    
step 00036 (9.1%) | loss: 6.195806 | lrm: 1.00 | dt: 1055ms | tok/sec: 124,247 | mfu: 3.5% | epoch: 1 | remaining: 272s    
step 00037 (9.4%) | loss: 6.120464 | lrm: 1.00 | dt: 1117ms | tok/sec: 117,384 | mfu: 3.3% | epoch: 1 | remaining: 271s    
step 00038 (9.8%) | loss: 6.064912 | lrm: 1.00 | dt: 1090ms | tok/sec: 120,215 | mfu: 3.4% | epoch: 1 | remaining: 270s    
step 00039 (10.2%) | loss: 6.003015 | lrm: 1.00 | dt: 1085ms | tok/sec: 120,810 | mfu: 3.4% | epoch: 1 | remaining: 268s    
step 00040 (10.5%) | loss: 5.942190 | lrm: 1.00 | dt: 1086ms | tok/sec: 120,683 | mfu: 3.4% | epoch: 1 | remaining: 267s    
step 00041 (10.9%) | loss: 5.907570 | lrm: 1.00 | dt: 1087ms | tok/sec: 120,631 | mfu: 3.4% | epoch: 1 | remaining: 266s    
step 00042 (11.3%) | loss: 5.865913 | lrm: 1.00 | dt: 1085ms | tok/sec: 120,755 | mfu: 3.4% | epoch: 1 | remaining: 265s    
step 00043 (11.6%) | loss: 5.814557 | lrm: 1.00 | dt: 1086ms | tok/sec: 120,650 | mfu: 3.4% | epoch: 1 | remaining: 264s    
step 00044 (12.0%) | loss: 5.778181 | lrm: 1.00 | dt: 1085ms | tok/sec: 120,788 | mfu: 3.4% | epoch: 1 | remaining: 263s    
step 00045 (12.3%) | loss: 5.735829 | lrm: 1.00 | dt: 1085ms | tok/sec: 120,811 | mfu: 3.4% | epoch: 1 | remaining: 262s    
step 00046 (12.7%) | loss: 5.700627 | lrm: 1.00 | dt: 1088ms | tok/sec: 120,428 | mfu: 3.4% | epoch: 1 | remaining: 261s    
step 00047 (13.1%) | loss: 5.662367 | lrm: 1.00 | dt: 1090ms | tok/sec: 120,228 | mfu: 3.4% | epoch: 1 | remaining: 260s    
step 00048 (13.4%) | loss: 5.636068 | lrm: 1.00 | dt: 1090ms | tok/sec: 120,197 | mfu: 3.4% | epoch: 1 | remaining: 259s    
step 00049 (13.8%) | loss: 5.611297 | lrm: 1.00 | dt: 1090ms | tok/sec: 120,254 | mfu: 3.4% | epoch: 1 | remaining: 258s    
step 00050 (14.2%) | loss: 5.585805 | lrm: 1.00 | dt: 1090ms | tok/sec: 120,262 | mfu: 3.4% | epoch: 1 | remaining: 256s    
step 00051 (14.5%) | loss: 5.545639 | lrm: 1.00 | dt: 1116ms | tok/sec: 117,416 | mfu: 3.3% | epoch: 1 | remaining: 255s    
step 00052 (14.9%) | loss: 5.514230 | lrm: 1.00 | dt: 1091ms | tok/sec: 120,135 | mfu: 3.4% | epoch: 1 | remaining: 254s    
step 00053 (15.3%) | loss: 5.489347 | lrm: 1.00 | dt: 1091ms | tok/sec: 120,123 | mfu: 3.4% | epoch: 1 | remaining: 253s    
step 00054 (15.6%) | loss: 5.459310 | lrm: 1.00 | dt: 1092ms | tok/sec: 120,002 | mfu: 3.4% | epoch: 1 | remaining: 252s    
step 00055 (16.0%) | loss: 5.436757 | lrm: 1.00 | dt: 1241ms | tok/sec: 105,588 | mfu: 3.0% | epoch: 1 | remaining: 251s    
step 00056 (16.4%) | loss: 5.422117 | lrm: 1.00 | dt: 1300ms | tok/sec: 100,855 | mfu: 2.8% | epoch: 1 | remaining: 250s    
step 00057 (16.8%) | loss: 5.396063 | lrm: 1.00 | dt: 1092ms | tok/sec: 120,033 | mfu: 3.4% | epoch: 1 | remaining: 248s    
