Vocab size: 8,192
CUDA capability: 12.0
torch.compile model: False
torch.compile optimizer: False
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 6, 'n_head': 3, 'n_kv_head': 3, 'n_embd': 384, 'window_pattern': 'SSLL'}
Parameter counts:
  wte                     : 3,145,728
  value_embeds            : 9,437,184
  lm_head                 : 3,145,728
  transformer_matrices    : 10,617,120
  scalars                 : 12
  total                   : 26,345,772
Estimated FLOPs per token: 1.250444e+08
Scaling AdamW LRs by 1/sqrt(384/768) = 1.414214
Time budget: 300s
Gradient accumulation steps: 8

step 00000 (0.0%) | loss: 9.011224 | lrm: 0.00 | dt: 512ms | tok/sec: 256,218 | mfu: 3.2% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.011128 | lrm: 0.00 | dt: 382ms | tok/sec: 343,133 | mfu: 4.3% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.011040 | lrm: 0.00 | dt: 382ms | tok/sec: 343,349 | mfu: 4.3% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 9.011058 | lrm: 0.00 | dt: 382ms | tok/sec: 343,208 | mfu: 4.3% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 9.011039 | lrm: 0.00 | dt: 382ms | tok/sec: 343,241 | mfu: 4.3% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 9.011071 | lrm: 0.00 | dt: 382ms | tok/sec: 343,358 | mfu: 4.3% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 9.011144 | lrm: 0.00 | dt: 382ms | tok/sec: 343,302 | mfu: 4.3% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 9.011111 | lrm: 0.00 | dt: 382ms | tok/sec: 343,232 | mfu: 4.3% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 9.011094 | lrm: 0.00 | dt: 382ms | tok/sec: 343,357 | mfu: 4.3% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 9.011097 | lrm: 0.00 | dt: 433ms | tok/sec: 302,990 | mfu: 3.8% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 9.011125 | lrm: 0.00 | dt: 520ms | tok/sec: 252,230 | mfu: 3.2% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 9.011082 | lrm: 0.00 | dt: 519ms | tok/sec: 252,524 | mfu: 3.2% | epoch: 1 | remaining: 299s    
step 00012 (0.2%) | loss: 9.011103 | lrm: 0.03 | dt: 520ms | tok/sec: 252,277 | mfu: 3.2% | epoch: 1 | remaining: 299s    
step 00013 (0.3%) | loss: 9.009799 | lrm: 0.07 | dt: 519ms | tok/sec: 252,404 | mfu: 3.2% | epoch: 1 | remaining: 298s    
step 00014 (0.5%) | loss: 9.005859 | lrm: 0.10 | dt: 519ms | tok/sec: 252,500 | mfu: 3.2% | epoch: 1 | remaining: 298s    
step 00015 (0.7%) | loss: 8.998157 | lrm: 0.14 | dt: 504ms | tok/sec: 259,826 | mfu: 3.3% | epoch: 1 | remaining: 297s    
step 00016 (0.9%) | loss: 8.983416 | lrm: 0.17 | dt: 519ms | tok/sec: 252,545 | mfu: 3.2% | epoch: 1 | remaining: 297s    
step 00017 (1.0%) | loss: 8.951265 | lrm: 0.21 | dt: 519ms | tok/sec: 252,555 | mfu: 3.2% | epoch: 1 | remaining: 296s    
step 00018 (1.2%) | loss: 8.893615 | lrm: 0.24 | dt: 484ms | tok/sec: 270,936 | mfu: 3.4% | epoch: 1 | remaining: 296s    
step 00019 (1.4%) | loss: 8.792773 | lrm: 0.27 | dt: 519ms | tok/sec: 252,648 | mfu: 3.2% | epoch: 1 | remaining: 295s    
step 00020 (1.5%) | loss: 8.669402 | lrm: 0.31 | dt: 502ms | tok/sec: 260,944 | mfu: 3.3% | epoch: 1 | remaining: 295s    
step 00021 (1.7%) | loss: 8.534772 | lrm: 0.34 | dt: 521ms | tok/sec: 251,412 | mfu: 3.2% | epoch: 1 | remaining: 294s    
step 00022 (1.9%) | loss: 8.377141 | lrm: 0.38 | dt: 519ms | tok/sec: 252,514 | mfu: 3.2% | epoch: 1 | remaining: 294s    
step 00023 (2.1%) | loss: 8.214931 | lrm: 0.41 | dt: 495ms | tok/sec: 264,583 | mfu: 3.3% | epoch: 1 | remaining: 293s    
step 00024 (2.2%) | loss: 8.034303 | lrm: 0.44 | dt: 506ms | tok/sec: 259,022 | mfu: 3.3% | epoch: 1 | remaining: 293s    
step 00025 (2.4%) | loss: 7.865788 | lrm: 0.48 | dt: 505ms | tok/sec: 259,433 | mfu: 3.3% | epoch: 1 | remaining: 292s    
step 00026 (2.6%) | loss: 7.694177 | lrm: 0.51 | dt: 503ms | tok/sec: 260,550 | mfu: 3.3% | epoch: 1 | remaining: 292s    
step 00027 (2.7%) | loss: 7.540327 | lrm: 0.54 | dt: 505ms | tok/sec: 259,563 | mfu: 3.3% | epoch: 1 | remaining: 291s    
step 00028 (2.9%) | loss: 7.394914 | lrm: 0.58 | dt: 504ms | tok/sec: 260,060 | mfu: 3.3% | epoch: 1 | remaining: 291s    
step 00029 (3.1%) | loss: 7.263950 | lrm: 0.61 | dt: 446ms | tok/sec: 293,748 | mfu: 3.7% | epoch: 1 | remaining: 290s    
step 00030 (3.2%) | loss: 7.138069 | lrm: 0.64 | dt: 382ms | tok/sec: 343,133 | mfu: 4.3% | epoch: 1 | remaining: 290s    
step 00031 (3.3%) | loss: 7.018943 | lrm: 0.67 | dt: 382ms | tok/sec: 343,206 | mfu: 4.3% | epoch: 1 | remaining: 290s    
step 00032 (3.5%) | loss: 6.902807 | lrm: 0.69 | dt: 382ms | tok/sec: 343,248 | mfu: 4.3% | epoch: 1 | remaining: 289s    
step 00033 (3.6%) | loss: 6.795366 | lrm: 0.72 | dt: 382ms | tok/sec: 343,269 | mfu: 4.3% | epoch: 1 | remaining: 289s    
step 00034 (3.7%) | loss: 6.693572 | lrm: 0.74 | dt: 382ms | tok/sec: 343,139 | mfu: 4.3% | epoch: 1 | remaining: 288s    
step 00035 (3.8%) | loss: 6.609212 | lrm: 0.77 | dt: 382ms | tok/sec: 343,270 | mfu: 4.3% | epoch: 1 | remaining: 288s    
step 00036 (4.0%) | loss: 6.528284 | lrm: 0.79 | dt: 382ms | tok/sec: 343,299 | mfu: 4.3% | epoch: 1 | remaining: 288s    
