Vocab size: 8,192
CUDA capability: 12.0
torch.compile model: False
torch.compile optimizer: False
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 10, 'n_head': 5, 'n_kv_head': 5, 'n_embd': 480, 'window_pattern': 'SSLL'}
Parameter counts:
  wte                     : 3,932,160
  value_embeds            : 19,660,800
  lm_head                 : 3,932,160
  transformer_matrices    : 27,648,800
  scalars                 : 20
  total                   : 55,173,940
Estimated FLOPs per token: 2.779594e+08
Scaling AdamW LRs by 1/sqrt(480/768) = 1.264911
Time budget: 300s
Gradient accumulation steps: 8

step 00000 (0.0%) | loss: 9.010838 | lrm: 0.00 | dt: 1038ms | tok/sec: 126,226 | mfu: 3.5% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.010973 | lrm: 0.00 | dt: 822ms | tok/sec: 159,542 | mfu: 4.5% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.010981 | lrm: 0.00 | dt: 821ms | tok/sec: 159,580 | mfu: 4.5% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 9.010941 | lrm: 0.00 | dt: 821ms | tok/sec: 159,582 | mfu: 4.5% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 9.011003 | lrm: 0.00 | dt: 822ms | tok/sec: 159,538 | mfu: 4.5% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 9.010987 | lrm: 0.00 | dt: 821ms | tok/sec: 159,553 | mfu: 4.5% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 9.010969 | lrm: 0.00 | dt: 822ms | tok/sec: 159,542 | mfu: 4.5% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 9.010990 | lrm: 0.00 | dt: 822ms | tok/sec: 159,538 | mfu: 4.5% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 9.011056 | lrm: 0.00 | dt: 821ms | tok/sec: 159,578 | mfu: 4.5% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 9.011074 | lrm: 0.00 | dt: 821ms | tok/sec: 159,571 | mfu: 4.5% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 9.011097 | lrm: 0.00 | dt: 821ms | tok/sec: 159,584 | mfu: 4.5% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 9.011131 | lrm: 0.00 | dt: 821ms | tok/sec: 159,573 | mfu: 4.5% | epoch: 1 | remaining: 299s    
step 00012 (0.3%) | loss: 9.011166 | lrm: 0.05 | dt: 821ms | tok/sec: 159,573 | mfu: 4.5% | epoch: 1 | remaining: 298s    
step 00013 (0.5%) | loss: 9.008643 | lrm: 0.11 | dt: 822ms | tok/sec: 159,428 | mfu: 4.5% | epoch: 1 | remaining: 298s    
step 00014 (0.8%) | loss: 9.001014 | lrm: 0.16 | dt: 822ms | tok/sec: 159,384 | mfu: 4.5% | epoch: 1 | remaining: 297s    
step 00015 (1.1%) | loss: 8.983733 | lrm: 0.22 | dt: 822ms | tok/sec: 159,386 | mfu: 4.5% | epoch: 1 | remaining: 296s    
step 00016 (1.4%) | loss: 8.942044 | lrm: 0.27 | dt: 822ms | tok/sec: 159,397 | mfu: 4.5% | epoch: 1 | remaining: 295s    
step 00017 (1.6%) | loss: 8.847762 | lrm: 0.33 | dt: 822ms | tok/sec: 159,404 | mfu: 4.5% | epoch: 1 | remaining: 294s    
step 00018 (1.9%) | loss: 8.728082 | lrm: 0.38 | dt: 822ms | tok/sec: 159,445 | mfu: 4.5% | epoch: 1 | remaining: 293s    
step 00019 (2.2%) | loss: 8.576576 | lrm: 0.44 | dt: 822ms | tok/sec: 159,401 | mfu: 4.5% | epoch: 1 | remaining: 293s    
step 00020 (2.5%) | loss: 8.407278 | lrm: 0.49 | dt: 822ms | tok/sec: 159,413 | mfu: 4.5% | epoch: 1 | remaining: 292s    
step 00021 (2.7%) | loss: 8.237989 | lrm: 0.55 | dt: 822ms | tok/sec: 159,409 | mfu: 4.5% | epoch: 1 | remaining: 291s    
step 00022 (3.0%) | loss: 8.049636 | lrm: 0.60 | dt: 822ms | tok/sec: 159,413 | mfu: 4.5% | epoch: 1 | remaining: 290s    
step 00023 (3.3%) | loss: 7.871565 | lrm: 0.66 | dt: 822ms | tok/sec: 159,423 | mfu: 4.5% | epoch: 1 | remaining: 289s    
step 00024 (3.6%) | loss: 7.686988 | lrm: 0.71 | dt: 822ms | tok/sec: 159,372 | mfu: 4.5% | epoch: 1 | remaining: 288s    
step 00025 (3.8%) | loss: 7.522586 | lrm: 0.77 | dt: 822ms | tok/sec: 159,415 | mfu: 4.5% | epoch: 1 | remaining: 288s    
step 00026 (4.1%) | loss: 7.358989 | lrm: 0.82 | dt: 822ms | tok/sec: 159,383 | mfu: 4.5% | epoch: 1 | remaining: 287s    
step 00027 (4.4%) | loss: 7.212754 | lrm: 0.88 | dt: 822ms | tok/sec: 159,388 | mfu: 4.5% | epoch: 1 | remaining: 286s    
step 00028 (4.7%) | loss: 7.077825 | lrm: 0.93 | dt: 823ms | tok/sec: 159,331 | mfu: 4.5% | epoch: 1 | remaining: 285s    
step 00029 (4.9%) | loss: 6.956244 | lrm: 0.99 | dt: 822ms | tok/sec: 159,407 | mfu: 4.5% | epoch: 1 | remaining: 284s    
step 00030 (5.2%) | loss: 6.841438 | lrm: 1.00 | dt: 822ms | tok/sec: 159,395 | mfu: 4.5% | epoch: 1 | remaining: 284s    
step 00031 (5.5%) | loss: 6.730553 | lrm: 1.00 | dt: 822ms | tok/sec: 159,413 | mfu: 4.5% | epoch: 1 | remaining: 283s    
step 00032 (5.8%) | loss: 6.623029 | lrm: 1.00 | dt: 822ms | tok/sec: 159,391 | mfu: 4.5% | epoch: 1 | remaining: 282s    
step 00033 (6.0%) | loss: 6.527240 | lrm: 1.00 | dt: 823ms | tok/sec: 159,351 | mfu: 4.5% | epoch: 1 | remaining: 281s    
step 00034 (6.3%) | loss: 6.434133 | lrm: 1.00 | dt: 822ms | tok/sec: 159,359 | mfu: 4.5% | epoch: 1 | remaining: 280s    
step 00035 (6.6%) | loss: 6.358890 | lrm: 1.00 | dt: 822ms | tok/sec: 159,383 | mfu: 4.5% | epoch: 1 | remaining: 279s    
step 00036 (6.9%) | loss: 6.289921 | lrm: 1.00 | dt: 822ms | tok/sec: 159,418 | mfu: 4.5% | epoch: 1 | remaining: 279s    
