Vocab size: 8,192
CUDA capability: 12.0
torch.compile model: False
torch.compile optimizer: False
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 6, 'n_head': 3, 'n_kv_head': 3, 'n_embd': 384, 'window_pattern': 'SSLL'}
Parameter counts:
  wte                     : 3,145,728
  value_embeds            : 9,437,184
  lm_head                 : 3,145,728
  transformer_matrices    : 10,617,120
  scalars                 : 12
  total                   : 26,345,772
Estimated FLOPs per token: 1.250444e+08
Scaling AdamW LRs by 1/sqrt(384/768) = 1.414214
Time budget: 300s
Gradient accumulation steps: 8

step 00000 (0.0%) | loss: 9.011224 | lrm: 0.00 | dt: 609ms | tok/sec: 215,166 | mfu: 2.7% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.011128 | lrm: 0.00 | dt: 385ms | tok/sec: 340,360 | mfu: 4.3% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.011040 | lrm: 0.00 | dt: 385ms | tok/sec: 340,511 | mfu: 4.3% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 9.011058 | lrm: 0.00 | dt: 385ms | tok/sec: 340,442 | mfu: 4.3% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 9.011039 | lrm: 0.00 | dt: 385ms | tok/sec: 340,319 | mfu: 4.3% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 9.011071 | lrm: 0.00 | dt: 385ms | tok/sec: 340,138 | mfu: 4.3% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 9.011144 | lrm: 0.00 | dt: 385ms | tok/sec: 340,397 | mfu: 4.3% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 9.011111 | lrm: 0.00 | dt: 385ms | tok/sec: 340,274 | mfu: 4.3% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 9.011094 | lrm: 0.00 | dt: 385ms | tok/sec: 340,077 | mfu: 4.3% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 9.011097 | lrm: 0.00 | dt: 385ms | tok/sec: 340,413 | mfu: 4.3% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 9.011125 | lrm: 0.00 | dt: 385ms | tok/sec: 340,088 | mfu: 4.3% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 9.011082 | lrm: 0.00 | dt: 385ms | tok/sec: 340,010 | mfu: 4.3% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 9.011103 | lrm: 0.03 | dt: 385ms | tok/sec: 340,354 | mfu: 4.3% | epoch: 1 | remaining: 299s    
step 00013 (0.3%) | loss: 9.010137 | lrm: 0.05 | dt: 385ms | tok/sec: 340,236 | mfu: 4.3% | epoch: 1 | remaining: 299s    
step 00014 (0.4%) | loss: 9.007217 | lrm: 0.08 | dt: 385ms | tok/sec: 340,523 | mfu: 4.3% | epoch: 1 | remaining: 298s    
step 00015 (0.5%) | loss: 9.001678 | lrm: 0.10 | dt: 385ms | tok/sec: 340,302 | mfu: 4.3% | epoch: 1 | remaining: 298s    
step 00016 (0.6%) | loss: 8.991825 | lrm: 0.13 | dt: 385ms | tok/sec: 340,153 | mfu: 4.3% | epoch: 1 | remaining: 298s    
step 00017 (0.8%) | loss: 8.971369 | lrm: 0.15 | dt: 385ms | tok/sec: 340,244 | mfu: 4.3% | epoch: 1 | remaining: 297s    
step 00018 (0.9%) | loss: 8.935993 | lrm: 0.18 | dt: 385ms | tok/sec: 340,481 | mfu: 4.3% | epoch: 1 | remaining: 297s    
step 00019 (1.0%) | loss: 8.869338 | lrm: 0.21 | dt: 385ms | tok/sec: 340,380 | mfu: 4.3% | epoch: 1 | remaining: 297s    
step 00020 (1.2%) | loss: 8.773201 | lrm: 0.23 | dt: 385ms | tok/sec: 340,459 | mfu: 4.3% | epoch: 1 | remaining: 296s    
step 00021 (1.3%) | loss: 8.660762 | lrm: 0.26 | dt: 385ms | tok/sec: 340,482 | mfu: 4.3% | epoch: 1 | remaining: 296s    
step 00022 (1.4%) | loss: 8.528249 | lrm: 0.28 | dt: 385ms | tok/sec: 340,510 | mfu: 4.3% | epoch: 1 | remaining: 295s    
step 00023 (1.5%) | loss: 8.382322 | lrm: 0.31 | dt: 385ms | tok/sec: 340,391 | mfu: 4.3% | epoch: 1 | remaining: 295s    
step 00024 (1.7%) | loss: 8.220551 | lrm: 0.33 | dt: 385ms | tok/sec: 340,498 | mfu: 4.3% | epoch: 1 | remaining: 295s    
step 00025 (1.8%) | loss: 8.064176 | lrm: 0.36 | dt: 385ms | tok/sec: 340,556 | mfu: 4.3% | epoch: 1 | remaining: 294s    
step 00026 (1.9%) | loss: 7.897453 | lrm: 0.39 | dt: 385ms | tok/sec: 340,506 | mfu: 4.3% | epoch: 1 | remaining: 294s    
step 00027 (2.1%) | loss: 7.742226 | lrm: 0.41 | dt: 385ms | tok/sec: 340,520 | mfu: 4.3% | epoch: 1 | remaining: 293s    
step 00028 (2.2%) | loss: 7.593149 | lrm: 0.44 | dt: 385ms | tok/sec: 340,275 | mfu: 4.3% | epoch: 1 | remaining: 293s    
step 00029 (2.3%) | loss: 7.458463 | lrm: 0.46 | dt: 385ms | tok/sec: 340,341 | mfu: 4.3% | epoch: 1 | remaining: 293s    
step 00030 (2.4%) | loss: 7.328376 | lrm: 0.49 | dt: 385ms | tok/sec: 340,527 | mfu: 4.3% | epoch: 1 | remaining: 292s    
step 00031 (2.6%) | loss: 7.205922 | lrm: 0.51 | dt: 385ms | tok/sec: 340,354 | mfu: 4.3% | epoch: 1 | remaining: 292s    
step 00032 (2.7%) | loss: 7.085623 | lrm: 0.54 | dt: 385ms | tok/sec: 340,398 | mfu: 4.3% | epoch: 1 | remaining: 292s    
step 00033 (2.8%) | loss: 6.972404 | lrm: 0.56 | dt: 385ms | tok/sec: 340,129 | mfu: 4.3% | epoch: 1 | remaining: 291s    
step 00034 (3.0%) | loss: 6.867180 | lrm: 0.59 | dt: 385ms | tok/sec: 340,275 | mfu: 4.3% | epoch: 1 | remaining: 291s    
step 00035 (3.1%) | loss: 6.778533 | lrm: 0.62 | dt: 385ms | tok/sec: 340,310 | mfu: 4.3% | epoch: 1 | remaining: 290s    
step 00036 (3.2%) | loss: 6.693247 | lrm: 0.64 | dt: 385ms | tok/sec: 340,402 | mfu: 4.3% | epoch: 1 | remaining: 290s    
step 00037 (3.3%) | loss: 6.600506 | lrm: 0.67 | dt: 385ms | tok/sec: 340,402 | mfu: 4.3% | epoch: 1 | remaining: 290s    
step 00038 (3.5%) | loss: 6.524302 | lrm: 0.69 | dt: 385ms | tok/sec: 340,467 | mfu: 4.3% | epoch: 1 | remaining: 289s    
step 00039 (3.6%) | loss: 6.442050 | lrm: 0.72 | dt: 385ms | tok/sec: 340,437 | mfu: 4.3% | epoch: 1 | remaining: 289s    
step 00040 (3.7%) | loss: 6.361178 | lrm: 0.74 | dt: 385ms | tok/sec: 340,355 | mfu: 4.3% | epoch: 1 | remaining: 288s    
step 00041 (3.9%) | loss: 6.306230 | lrm: 0.77 | dt: 385ms | tok/sec: 340,156 | mfu: 4.3% | epoch: 1 | remaining: 288s    
step 00042 (4.0%) | loss: 6.244660 | lrm: 0.80 | dt: 386ms | tok/sec: 339,971 | mfu: 4.3% | epoch: 1 | remaining: 288s    
step 00043 (4.1%) | loss: 6.174709 | lrm: 0.82 | dt: 386ms | tok/sec: 339,708 | mfu: 4.3% | epoch: 1 | remaining: 287s    
step 00044 (4.2%) | loss: 6.122463 | lrm: 0.85 | dt: 386ms | tok/sec: 339,893 | mfu: 4.3% | epoch: 1 | remaining: 287s    
step 00045 (4.4%) | loss: 6.066416 | lrm: 0.87 | dt: 386ms | tok/sec: 339,838 | mfu: 4.3% | epoch: 1 | remaining: 287s    
step 00046 (4.5%) | loss: 6.015781 | lrm: 0.90 | dt: 432ms | tok/sec: 303,700 | mfu: 3.8% | epoch: 1 | remaining: 286s    
step 00047 (4.6%) | loss: 5.965366 | lrm: 0.93 | dt: 606ms | tok/sec: 216,294 | mfu: 2.7% | epoch: 1 | remaining: 285s    
step 00048 (4.8%) | loss: 5.926398 | lrm: 0.97 | dt: 596ms | tok/sec: 220,052 | mfu: 2.8% | epoch: 1 | remaining: 285s    
step 00049 (5.0%) | loss: 5.891396 | lrm: 1.00 | dt: 642ms | tok/sec: 204,038 | mfu: 2.6% | epoch: 1 | remaining: 284s    
step 00050 (5.3%) | loss: 5.857397 | lrm: 1.00 | dt: 601ms | tok/sec: 218,041 | mfu: 2.8% | epoch: 1 | remaining: 284s    
step 00051 (5.5%) | loss: 5.810244 | lrm: 1.00 | dt: 596ms | tok/sec: 219,805 | mfu: 2.8% | epoch: 1 | remaining: 283s    
step 00052 (5.7%) | loss: 5.772773 | lrm: 1.00 | dt: 608ms | tok/sec: 215,727 | mfu: 2.7% | epoch: 1 | remaining: 282s    
step 00053 (5.9%) | loss: 5.737809 | lrm: 1.00 | dt: 626ms | tok/sec: 209,214 | mfu: 2.6% | epoch: 1 | remaining: 282s    
