Vocab size: 8,192
CUDA capability: 12.0
torch.compile model: False
torch.compile optimizer: False
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 6, 'n_head': 3, 'n_kv_head': 3, 'n_embd': 384, 'window_pattern': 'SSLL'}
Parameter counts:
  wte                     : 3,145,728
  value_embeds            : 9,437,184
  lm_head                 : 3,145,728
  transformer_matrices    : 10,617,120
  scalars                 : 12
  total                   : 26,345,772
Estimated FLOPs per token: 1.250444e+08
Scaling AdamW LRs by 1/sqrt(384/768) = 1.414214
Time budget: 300s
Gradient accumulation steps: 8

step 00000 (0.0%) | loss: 9.011224 | lrm: 0.00 | dt: 938ms | tok/sec: 139,674 | mfu: 1.8% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.011128 | lrm: 0.00 | dt: 1078ms | tok/sec: 121,636 | mfu: 1.5% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.011040 | lrm: 0.00 | dt: 911ms | tok/sec: 143,846 | mfu: 1.8% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 9.011058 | lrm: 0.00 | dt: 908ms | tok/sec: 144,295 | mfu: 1.8% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 9.011039 | lrm: 0.00 | dt: 910ms | tok/sec: 143,993 | mfu: 1.8% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 9.011071 | lrm: 0.00 | dt: 903ms | tok/sec: 145,071 | mfu: 1.8% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 9.011144 | lrm: 0.00 | dt: 911ms | tok/sec: 143,894 | mfu: 1.8% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 9.011111 | lrm: 0.00 | dt: 905ms | tok/sec: 144,899 | mfu: 1.8% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 9.011094 | lrm: 0.00 | dt: 915ms | tok/sec: 143,283 | mfu: 1.8% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 9.011097 | lrm: 0.00 | dt: 916ms | tok/sec: 143,159 | mfu: 1.8% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 9.011125 | lrm: 0.00 | dt: 931ms | tok/sec: 140,711 | mfu: 1.8% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 9.011082 | lrm: 0.00 | dt: 925ms | tok/sec: 141,728 | mfu: 1.8% | epoch: 1 | remaining: 299s    
step 00012 (0.3%) | loss: 9.011103 | lrm: 0.06 | dt: 902ms | tok/sec: 145,294 | mfu: 1.8% | epoch: 1 | remaining: 298s    
step 00013 (0.6%) | loss: 9.008737 | lrm: 0.12 | dt: 893ms | tok/sec: 146,770 | mfu: 1.9% | epoch: 1 | remaining: 297s    
step 00014 (0.9%) | loss: 9.001418 | lrm: 0.18 | dt: 911ms | tok/sec: 143,916 | mfu: 1.8% | epoch: 1 | remaining: 296s    
step 00015 (1.2%) | loss: 8.984831 | lrm: 0.24 | dt: 901ms | tok/sec: 145,395 | mfu: 1.8% | epoch: 1 | remaining: 295s    
step 00016 (1.5%) | loss: 8.945666 | lrm: 0.30 | dt: 911ms | tok/sec: 143,853 | mfu: 1.8% | epoch: 1 | remaining: 295s    
step 00017 (1.8%) | loss: 8.856648 | lrm: 0.36 | dt: 898ms | tok/sec: 145,931 | mfu: 1.8% | epoch: 1 | remaining: 294s    
step 00018 (2.1%) | loss: 8.730857 | lrm: 0.42 | dt: 919ms | tok/sec: 142,559 | mfu: 1.8% | epoch: 1 | remaining: 293s    
step 00019 (2.4%) | loss: 8.572505 | lrm: 0.48 | dt: 902ms | tok/sec: 145,267 | mfu: 1.8% | epoch: 1 | remaining: 292s    
step 00020 (2.7%) | loss: 8.405394 | lrm: 0.54 | dt: 754ms | tok/sec: 173,928 | mfu: 2.2% | epoch: 1 | remaining: 291s    
step 00021 (3.0%) | loss: 8.233960 | lrm: 0.59 | dt: 773ms | tok/sec: 169,477 | mfu: 2.1% | epoch: 1 | remaining: 290s    
step 00022 (3.2%) | loss: 8.043601 | lrm: 0.65 | dt: 759ms | tok/sec: 172,734 | mfu: 2.2% | epoch: 1 | remaining: 290s    
step 00023 (3.5%) | loss: 7.864124 | lrm: 0.70 | dt: 769ms | tok/sec: 170,534 | mfu: 2.2% | epoch: 1 | remaining: 289s    
step 00024 (3.7%) | loss: 7.679259 | lrm: 0.75 | dt: 781ms | tok/sec: 167,842 | mfu: 2.1% | epoch: 1 | remaining: 288s    
step 00025 (4.0%) | loss: 7.514117 | lrm: 0.80 | dt: 760ms | tok/sec: 172,411 | mfu: 2.2% | epoch: 1 | remaining: 287s    
step 00026 (4.3%) | loss: 7.350733 | lrm: 0.85 | dt: 779ms | tok/sec: 168,325 | mfu: 2.1% | epoch: 1 | remaining: 286s    
step 00027 (4.5%) | loss: 7.204637 | lrm: 0.90 | dt: 819ms | tok/sec: 160,046 | mfu: 2.0% | epoch: 1 | remaining: 286s    
step 00028 (4.8%) | loss: 7.069122 | lrm: 0.96 | dt: 1071ms | tok/sec: 122,368 | mfu: 1.5% | epoch: 1 | remaining: 285s    
step 00029 (5.1%) | loss: 6.950636 | lrm: 1.00 | dt: 923ms | tok/sec: 141,987 | mfu: 1.8% | epoch: 1 | remaining: 284s    
step 00030 (5.5%) | loss: 6.837932 | lrm: 1.00 | dt: 903ms | tok/sec: 145,200 | mfu: 1.8% | epoch: 1 | remaining: 283s    
step 00031 (5.8%) | loss: 6.729282 | lrm: 1.00 | dt: 918ms | tok/sec: 142,708 | mfu: 1.8% | epoch: 1 | remaining: 282s    
step 00032 (6.1%) | loss: 6.621620 | lrm: 1.00 | dt: 828ms | tok/sec: 158,302 | mfu: 2.0% | epoch: 1 | remaining: 281s    
step 00033 (6.3%) | loss: 6.525232 | lrm: 1.00 | dt: 917ms | tok/sec: 142,894 | mfu: 1.8% | epoch: 1 | remaining: 280s    
step 00034 (6.6%) | loss: 6.431837 | lrm: 1.00 | dt: 912ms | tok/sec: 143,675 | mfu: 1.8% | epoch: 1 | remaining: 279s    
step 00035 (6.9%) | loss: 6.357910 | lrm: 1.00 | dt: 916ms | tok/sec: 143,018 | mfu: 1.8% | epoch: 1 | remaining: 278s    
step 00036 (7.2%) | loss: 6.287299 | lrm: 1.00 | dt: 905ms | tok/sec: 144,878 | mfu: 1.8% | epoch: 1 | remaining: 277s    
