Vocab size: 8,192
CUDA capability: 12.0
torch.compile model: False
torch.compile optimizer: False
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 5, 'n_kv_head': 5, 'n_embd': 640, 'window_pattern': 'SSLL'}
Parameter counts:
  wte                     : 5,242,880
  value_embeds            : 20,971,520
  lm_head                 : 5,242,880
  transformer_matrices    : 39,322,240
  scalars                 : 16
  total                   : 70,779,536
Estimated FLOPs per token: 3.617626e+08
Scaling AdamW LRs by 1/sqrt(640/768) = 1.095445
Time budget: 300s
Gradient accumulation steps: 8

step 00000 (0.0%) | loss: 9.010969 | lrm: 0.00 | dt: 986ms | tok/sec: 132,963 | mfu: 4.9% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.011037 | lrm: 0.00 | dt: 836ms | tok/sec: 156,781 | mfu: 5.7% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.011052 | lrm: 0.00 | dt: 836ms | tok/sec: 156,829 | mfu: 5.7% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 9.011150 | lrm: 0.00 | dt: 836ms | tok/sec: 156,787 | mfu: 5.7% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 9.011099 | lrm: 0.00 | dt: 836ms | tok/sec: 156,823 | mfu: 5.7% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 9.011119 | lrm: 0.00 | dt: 836ms | tok/sec: 156,810 | mfu: 5.7% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 9.011100 | lrm: 0.00 | dt: 836ms | tok/sec: 156,815 | mfu: 5.7% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 9.011116 | lrm: 0.00 | dt: 836ms | tok/sec: 156,823 | mfu: 5.7% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 9.011035 | lrm: 0.00 | dt: 836ms | tok/sec: 156,800 | mfu: 5.7% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 9.011035 | lrm: 0.00 | dt: 836ms | tok/sec: 156,863 | mfu: 5.7% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 9.010969 | lrm: 0.00 | dt: 836ms | tok/sec: 156,815 | mfu: 5.7% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 9.011011 | lrm: 0.00 | dt: 836ms | tok/sec: 156,833 | mfu: 5.7% | epoch: 1 | remaining: 299s    
step 00012 (0.3%) | loss: 9.011008 | lrm: 0.06 | dt: 836ms | tok/sec: 156,826 | mfu: 5.7% | epoch: 1 | remaining: 298s    
step 00013 (0.6%) | loss: 9.008097 | lrm: 0.11 | dt: 837ms | tok/sec: 156,601 | mfu: 5.7% | epoch: 1 | remaining: 297s    
step 00014 (0.8%) | loss: 8.999251 | lrm: 0.17 | dt: 837ms | tok/sec: 156,614 | mfu: 5.7% | epoch: 1 | remaining: 297s    
step 00015 (1.1%) | loss: 8.979273 | lrm: 0.22 | dt: 837ms | tok/sec: 156,616 | mfu: 5.7% | epoch: 1 | remaining: 296s    
step 00016 (1.4%) | loss: 8.931742 | lrm: 0.28 | dt: 837ms | tok/sec: 156,553 | mfu: 5.7% | epoch: 1 | remaining: 295s    
step 00017 (1.7%) | loss: 8.824804 | lrm: 0.33 | dt: 837ms | tok/sec: 156,597 | mfu: 5.7% | epoch: 1 | remaining: 294s    
step 00018 (2.0%) | loss: 8.691896 | lrm: 0.39 | dt: 837ms | tok/sec: 156,609 | mfu: 5.7% | epoch: 1 | remaining: 293s    
step 00019 (2.2%) | loss: 8.523666 | lrm: 0.45 | dt: 837ms | tok/sec: 156,597 | mfu: 5.7% | epoch: 1 | remaining: 292s    
step 00020 (2.5%) | loss: 8.344287 | lrm: 0.50 | dt: 837ms | tok/sec: 156,603 | mfu: 5.7% | epoch: 1 | remaining: 292s    
step 00021 (2.8%) | loss: 8.166651 | lrm: 0.56 | dt: 837ms | tok/sec: 156,615 | mfu: 5.7% | epoch: 1 | remaining: 291s    
step 00022 (3.1%) | loss: 7.972099 | lrm: 0.61 | dt: 837ms | tok/sec: 156,608 | mfu: 5.7% | epoch: 1 | remaining: 290s    
step 00023 (3.3%) | loss: 7.793231 | lrm: 0.67 | dt: 837ms | tok/sec: 156,578 | mfu: 5.7% | epoch: 1 | remaining: 289s    
step 00024 (3.6%) | loss: 7.607810 | lrm: 0.73 | dt: 837ms | tok/sec: 156,603 | mfu: 5.7% | epoch: 1 | remaining: 288s    
step 00025 (3.9%) | loss: 7.443446 | lrm: 0.78 | dt: 837ms | tok/sec: 156,563 | mfu: 5.7% | epoch: 1 | remaining: 287s    
step 00026 (4.2%) | loss: 7.280144 | lrm: 0.84 | dt: 837ms | tok/sec: 156,595 | mfu: 5.7% | epoch: 1 | remaining: 287s    
step 00027 (4.5%) | loss: 7.133128 | lrm: 0.89 | dt: 837ms | tok/sec: 156,587 | mfu: 5.7% | epoch: 1 | remaining: 286s    
step 00028 (4.7%) | loss: 6.998721 | lrm: 0.95 | dt: 837ms | tok/sec: 156,582 | mfu: 5.7% | epoch: 1 | remaining: 285s    
step 00029 (5.0%) | loss: 6.877225 | lrm: 1.00 | dt: 837ms | tok/sec: 156,616 | mfu: 5.7% | epoch: 1 | remaining: 284s    
step 00030 (5.3%) | loss: 6.764242 | lrm: 1.00 | dt: 837ms | tok/sec: 156,620 | mfu: 5.7% | epoch: 1 | remaining: 283s    
step 00031 (5.6%) | loss: 6.655959 | lrm: 1.00 | dt: 837ms | tok/sec: 156,593 | mfu: 5.7% | epoch: 1 | remaining: 282s    
step 00032 (5.9%) | loss: 6.550595 | lrm: 1.00 | dt: 837ms | tok/sec: 156,608 | mfu: 5.7% | epoch: 1 | remaining: 282s    
step 00033 (6.1%) | loss: 6.456825 | lrm: 1.00 | dt: 837ms | tok/sec: 156,565 | mfu: 5.7% | epoch: 1 | remaining: 281s    
step 00034 (6.4%) | loss: 6.365864 | lrm: 1.00 | dt: 837ms | tok/sec: 156,569 | mfu: 5.7% | epoch: 1 | remaining: 280s    
step 00035 (6.7%) | loss: 6.292637 | lrm: 1.00 | dt: 837ms | tok/sec: 156,547 | mfu: 5.7% | epoch: 1 | remaining: 279s    
step 00036 (7.0%) | loss: 6.225751 | lrm: 1.00 | dt: 837ms | tok/sec: 156,591 | mfu: 5.7% | epoch: 1 | remaining: 278s    
