Vocab size: 8,192
CUDA capability: 12.0
torch.compile model: False
torch.compile optimizer: False
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 6, 'n_head': 3, 'n_kv_head': 3, 'n_embd': 384, 'window_pattern': 'SSLL'}
Parameter counts:
  wte                     : 3,145,728
  value_embeds            : 9,437,184
  lm_head                 : 3,145,728
  transformer_matrices    : 10,617,120
  scalars                 : 12
  total                   : 26,345,772
Estimated FLOPs per token: 1.250444e+08
Scaling AdamW LRs by 1/sqrt(384/768) = 1.414214
Time budget: 300s
Gradient accumulation steps: 8

step 00000 (0.0%) | loss: 9.011224 | lrm: 0.00 | dt: 2000ms | tok/sec: 65,532 | mfu: 0.8% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.011128 | lrm: 0.00 | dt: 683ms | tok/sec: 192,024 | mfu: 2.4% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.011040 | lrm: 0.00 | dt: 570ms | tok/sec: 229,764 | mfu: 2.9% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 9.011058 | lrm: 0.00 | dt: 530ms | tok/sec: 247,180 | mfu: 3.1% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 9.011039 | lrm: 0.00 | dt: 568ms | tok/sec: 230,933 | mfu: 2.9% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 9.011071 | lrm: 0.00 | dt: 582ms | tok/sec: 225,157 | mfu: 2.8% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 9.011144 | lrm: 0.00 | dt: 585ms | tok/sec: 224,101 | mfu: 2.8% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 9.011111 | lrm: 0.00 | dt: 604ms | tok/sec: 217,053 | mfu: 2.7% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 9.011094 | lrm: 0.00 | dt: 549ms | tok/sec: 238,902 | mfu: 3.0% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 9.011097 | lrm: 0.00 | dt: 580ms | tok/sec: 226,048 | mfu: 2.9% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 9.011125 | lrm: 0.00 | dt: 564ms | tok/sec: 232,312 | mfu: 2.9% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 9.011082 | lrm: 0.00 | dt: 588ms | tok/sec: 223,044 | mfu: 2.8% | epoch: 1 | remaining: 299s    
step 00012 (0.2%) | loss: 9.011103 | lrm: 0.04 | dt: 657ms | tok/sec: 199,529 | mfu: 2.5% | epoch: 1 | remaining: 299s    
step 00013 (0.4%) | loss: 9.009611 | lrm: 0.08 | dt: 611ms | tok/sec: 214,390 | mfu: 2.7% | epoch: 1 | remaining: 298s    
step 00014 (0.6%) | loss: 9.004890 | lrm: 0.12 | dt: 555ms | tok/sec: 236,001 | mfu: 3.0% | epoch: 1 | remaining: 298s    
step 00015 (0.8%) | loss: 8.995197 | lrm: 0.16 | dt: 665ms | tok/sec: 197,116 | mfu: 2.5% | epoch: 1 | remaining: 297s    
step 00016 (1.0%) | loss: 8.975442 | lrm: 0.21 | dt: 593ms | tok/sec: 220,916 | mfu: 2.8% | epoch: 1 | remaining: 296s    
step 00017 (1.2%) | loss: 8.929713 | lrm: 0.24 | dt: 618ms | tok/sec: 212,231 | mfu: 2.7% | epoch: 1 | remaining: 296s    
step 00018 (1.4%) | loss: 8.849023 | lrm: 0.29 | dt: 638ms | tok/sec: 205,350 | mfu: 2.6% | epoch: 1 | remaining: 295s    
step 00019 (1.6%) | loss: 8.727235 | lrm: 0.33 | dt: 607ms | tok/sec: 215,784 | mfu: 2.7% | epoch: 1 | remaining: 294s    
step 00020 (1.8%) | loss: 8.589627 | lrm: 0.37 | dt: 616ms | tok/sec: 212,655 | mfu: 2.7% | epoch: 1 | remaining: 294s    
step 00021 (2.0%) | loss: 8.447823 | lrm: 0.41 | dt: 599ms | tok/sec: 218,881 | mfu: 2.8% | epoch: 1 | remaining: 293s    
step 00022 (2.2%) | loss: 8.277766 | lrm: 0.45 | dt: 611ms | tok/sec: 214,547 | mfu: 2.7% | epoch: 1 | remaining: 293s    
step 00023 (2.5%) | loss: 8.103880 | lrm: 0.49 | dt: 639ms | tok/sec: 205,093 | mfu: 2.6% | epoch: 1 | remaining: 292s    
step 00024 (2.7%) | loss: 7.918853 | lrm: 0.53 | dt: 610ms | tok/sec: 214,701 | mfu: 2.7% | epoch: 1 | remaining: 291s    
step 00025 (2.9%) | loss: 7.750854 | lrm: 0.57 | dt: 602ms | tok/sec: 217,645 | mfu: 2.8% | epoch: 1 | remaining: 291s    
step 00026 (3.1%) | loss: 7.581724 | lrm: 0.61 | dt: 562ms | tok/sec: 233,096 | mfu: 2.9% | epoch: 1 | remaining: 290s    
step 00027 (3.3%) | loss: 7.430032 | lrm: 0.65 | dt: 636ms | tok/sec: 206,221 | mfu: 2.6% | epoch: 1 | remaining: 290s    
step 00028 (3.5%) | loss: 7.288170 | lrm: 0.69 | dt: 631ms | tok/sec: 207,783 | mfu: 2.6% | epoch: 1 | remaining: 289s    
step 00029 (3.7%) | loss: 7.161464 | lrm: 0.74 | dt: 770ms | tok/sec: 170,316 | mfu: 2.2% | epoch: 1 | remaining: 288s    
step 00030 (3.9%) | loss: 7.039401 | lrm: 0.79 | dt: 829ms | tok/sec: 158,117 | mfu: 2.0% | epoch: 1 | remaining: 287s    
step 00031 (4.2%) | loss: 6.923211 | lrm: 0.84 | dt: 907ms | tok/sec: 144,547 | mfu: 1.8% | epoch: 1 | remaining: 286s    
step 00032 (4.5%) | loss: 6.810818 | lrm: 0.90 | dt: 1053ms | tok/sec: 124,442 | mfu: 1.6% | epoch: 1 | remaining: 285s    
step 00033 (4.9%) | loss: 6.707180 | lrm: 0.97 | dt: 749ms | tok/sec: 174,962 | mfu: 2.2% | epoch: 1 | remaining: 285s    
step 00034 (5.1%) | loss: 6.608017 | lrm: 1.00 | dt: 772ms | tok/sec: 169,807 | mfu: 2.1% | epoch: 1 | remaining: 284s    
step 00035 (5.4%) | loss: 6.526246 | lrm: 1.00 | dt: 791ms | tok/sec: 165,675 | mfu: 2.1% | epoch: 1 | remaining: 283s    
step 00036 (5.6%) | loss: 6.449238 | lrm: 1.00 | dt: 844ms | tok/sec: 155,218 | mfu: 2.0% | epoch: 1 | remaining: 282s    
