Vocab size: 8,192
CUDA capability: 12.0
torch.compile model: False
torch.compile optimizer: False
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 5, 'n_kv_head': 5, 'n_embd': 640, 'window_pattern': 'SSLL'}
Parameter counts:
  wte                     : 5,242,880
  value_embeds            : 20,971,520
  lm_head                 : 5,242,880
  transformer_matrices    : 39,322,240
  scalars                 : 16
  total                   : 70,779,536
Estimated FLOPs per token: 3.617626e+08
Scaling AdamW LRs by 1/sqrt(640/768) = 1.095445
Time budget: 300s
Gradient accumulation steps: 8

step 00000 (0.0%) | loss: 9.010969 | lrm: 0.00 | dt: 1254ms | tok/sec: 104,498 | mfu: 3.8% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.011037 | lrm: 0.00 | dt: 1103ms | tok/sec: 118,878 | mfu: 4.3% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.011052 | lrm: 0.00 | dt: 1090ms | tok/sec: 120,195 | mfu: 4.4% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 9.011150 | lrm: 0.00 | dt: 1130ms | tok/sec: 116,000 | mfu: 4.2% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 9.011099 | lrm: 0.00 | dt: 1087ms | tok/sec: 120,573 | mfu: 4.4% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 9.011119 | lrm: 0.00 | dt: 1101ms | tok/sec: 119,008 | mfu: 4.4% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 9.011100 | lrm: 0.00 | dt: 1102ms | tok/sec: 118,958 | mfu: 4.3% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 9.011116 | lrm: 0.00 | dt: 1101ms | tok/sec: 119,072 | mfu: 4.4% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 9.011035 | lrm: 0.00 | dt: 1101ms | tok/sec: 119,055 | mfu: 4.4% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 9.011035 | lrm: 0.00 | dt: 1101ms | tok/sec: 119,057 | mfu: 4.4% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 9.010969 | lrm: 0.00 | dt: 1101ms | tok/sec: 119,024 | mfu: 4.4% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 9.011011 | lrm: 0.00 | dt: 1116ms | tok/sec: 117,470 | mfu: 4.3% | epoch: 1 | remaining: 299s    
step 00012 (0.4%) | loss: 9.011008 | lrm: 0.07 | dt: 1105ms | tok/sec: 118,635 | mfu: 4.3% | epoch: 1 | remaining: 298s    
step 00013 (0.7%) | loss: 9.007116 | lrm: 0.15 | dt: 1112ms | tok/sec: 117,900 | mfu: 4.3% | epoch: 1 | remaining: 297s    
step 00014 (1.1%) | loss: 8.994842 | lrm: 0.22 | dt: 1112ms | tok/sec: 117,908 | mfu: 4.3% | epoch: 1 | remaining: 296s    
step 00015 (1.5%) | loss: 8.963823 | lrm: 0.30 | dt: 1108ms | tok/sec: 118,273 | mfu: 4.3% | epoch: 1 | remaining: 294s    
step 00016 (1.9%) | loss: 8.883375 | lrm: 0.37 | dt: 1112ms | tok/sec: 117,856 | mfu: 4.3% | epoch: 1 | remaining: 293s    
step 00017 (2.2%) | loss: 8.745768 | lrm: 0.44 | dt: 1091ms | tok/sec: 120,131 | mfu: 4.4% | epoch: 1 | remaining: 292s    
step 00018 (2.6%) | loss: 8.584207 | lrm: 0.52 | dt: 1131ms | tok/sec: 115,908 | mfu: 4.2% | epoch: 1 | remaining: 291s    
step 00019 (3.0%) | loss: 8.391213 | lrm: 0.59 | dt: 1107ms | tok/sec: 118,360 | mfu: 4.3% | epoch: 1 | remaining: 290s    
step 00020 (3.3%) | loss: 8.191527 | lrm: 0.67 | dt: 1110ms | tok/sec: 118,038 | mfu: 4.3% | epoch: 1 | remaining: 289s    
step 00021 (3.7%) | loss: 8.006677 | lrm: 0.74 | dt: 1110ms | tok/sec: 118,099 | mfu: 4.3% | epoch: 1 | remaining: 288s    
step 00022 (4.1%) | loss: 7.813518 | lrm: 0.81 | dt: 1110ms | tok/sec: 118,082 | mfu: 4.3% | epoch: 1 | remaining: 287s    
step 00023 (4.4%) | loss: 7.643145 | lrm: 0.89 | dt: 1105ms | tok/sec: 118,624 | mfu: 4.3% | epoch: 1 | remaining: 286s    
step 00024 (4.8%) | loss: 7.464916 | lrm: 0.96 | dt: 1112ms | tok/sec: 117,876 | mfu: 4.3% | epoch: 1 | remaining: 284s    
step 00025 (5.2%) | loss: 7.299438 | lrm: 1.00 | dt: 1124ms | tok/sec: 116,589 | mfu: 4.3% | epoch: 1 | remaining: 283s    
step 00026 (5.6%) | loss: 7.137137 | lrm: 1.00 | dt: 1110ms | tok/sec: 118,072 | mfu: 4.3% | epoch: 1 | remaining: 282s    
step 00027 (5.9%) | loss: 6.993020 | lrm: 1.00 | dt: 1109ms | tok/sec: 118,136 | mfu: 4.3% | epoch: 1 | remaining: 281s    
step 00028 (6.3%) | loss: 6.863061 | lrm: 1.00 | dt: 1109ms | tok/sec: 118,207 | mfu: 4.3% | epoch: 1 | remaining: 280s    
step 00029 (6.7%) | loss: 6.748303 | lrm: 1.00 | dt: 1112ms | tok/sec: 117,834 | mfu: 4.3% | epoch: 1 | remaining: 279s    
step 00030 (7.0%) | loss: 6.643348 | lrm: 1.00 | dt: 1113ms | tok/sec: 117,744 | mfu: 4.3% | epoch: 1 | remaining: 278s    
step 00031 (7.4%) | loss: 6.541989 | lrm: 1.00 | dt: 1114ms | tok/sec: 117,657 | mfu: 4.3% | epoch: 1 | remaining: 277s    
step 00032 (7.8%) | loss: 6.441635 | lrm: 1.00 | dt: 1114ms | tok/sec: 117,695 | mfu: 4.3% | epoch: 1 | remaining: 276s    
step 00033 (8.1%) | loss: 6.354577 | lrm: 1.00 | dt: 1092ms | tok/sec: 120,008 | mfu: 4.4% | epoch: 1 | remaining: 274s    
step 00034 (8.5%) | loss: 6.268863 | lrm: 1.00 | dt: 1110ms | tok/sec: 118,045 | mfu: 4.3% | epoch: 1 | remaining: 273s    
step 00035 (8.9%) | loss: 6.202475 | lrm: 1.00 | dt: 1104ms | tok/sec: 118,765 | mfu: 4.3% | epoch: 1 | remaining: 272s    
step 00036 (9.3%) | loss: 6.140664 | lrm: 1.00 | dt: 1104ms | tok/sec: 118,700 | mfu: 4.3% | epoch: 1 | remaining: 271s    
step 00037 (9.6%) | loss: 6.067530 | lrm: 1.00 | dt: 1091ms | tok/sec: 120,096 | mfu: 4.4% | epoch: 1 | remaining: 270s    
step 00038 (10.0%) | loss: 6.013905 | lrm: 1.00 | dt: 1138ms | tok/sec: 115,226 | mfu: 4.2% | epoch: 1 | remaining: 269s    
step 00039 (10.4%) | loss: 5.953161 | lrm: 1.00 | dt: 1094ms | tok/sec: 119,828 | mfu: 4.4% | epoch: 1 | remaining: 268s    
step 00040 (10.7%) | loss: 5.893494 | lrm: 1.00 | dt: 1103ms | tok/sec: 118,788 | mfu: 4.3% | epoch: 1 | remaining: 267s    
step 00041 (11.1%) | loss: 5.859320 | lrm: 1.00 | dt: 1105ms | tok/sec: 118,654 | mfu: 4.3% | epoch: 1 | remaining: 266s    
step 00042 (11.5%) | loss: 5.818572 | lrm: 1.00 | dt: 1111ms | tok/sec: 118,025 | mfu: 4.3% | epoch: 1 | remaining: 265s    
step 00043 (11.8%) | loss: 5.768319 | lrm: 1.00 | dt: 1100ms | tok/sec: 119,178 | mfu: 4.4% | epoch: 1 | remaining: 263s    
step 00044 (12.2%) | loss: 5.732412 | lrm: 1.00 | dt: 1103ms | tok/sec: 118,883 | mfu: 4.3% | epoch: 1 | remaining: 262s    
step 00045 (12.6%) | loss: 5.689970 | lrm: 1.00 | dt: 1104ms | tok/sec: 118,750 | mfu: 4.3% | epoch: 1 | remaining: 261s    
step 00046 (12.9%) | loss: 5.654721 | lrm: 1.00 | dt: 1082ms | tok/sec: 121,112 | mfu: 4.4% | epoch: 1 | remaining: 260s    
step 00047 (13.3%) | loss: 5.617137 | lrm: 1.00 | dt: 1135ms | tok/sec: 115,455 | mfu: 4.2% | epoch: 1 | remaining: 259s    
step 00048 (13.7%) | loss: 5.591237 | lrm: 1.00 | dt: 1105ms | tok/sec: 118,627 | mfu: 4.3% | epoch: 1 | remaining: 258s    
step 00049 (14.0%) | loss: 5.567163 | lrm: 1.00 | dt: 1109ms | tok/sec: 118,176 | mfu: 4.3% | epoch: 1 | remaining: 257s    
step 00050 (14.4%) | loss: 5.540958 | lrm: 1.00 | dt: 1104ms | tok/sec: 118,735 | mfu: 4.3% | epoch: 1 | remaining: 256s    
step 00051 (14.8%) | loss: 5.501730 | lrm: 1.00 | dt: 1113ms | tok/sec: 117,735 | mfu: 4.3% | epoch: 1 | remaining: 255s    
step 00052 (15.2%) | loss: 5.469836 | lrm: 1.00 | dt: 1107ms | tok/sec: 118,404 | mfu: 4.3% | epoch: 1 | remaining: 253s    
step 00053 (15.5%) | loss: 5.443748 | lrm: 1.00 | dt: 1102ms | tok/sec: 118,935 | mfu: 4.3% | epoch: 1 | remaining: 252s    
step 00054 (15.9%) | loss: 5.411770 | lrm: 1.00 | dt: 1105ms | tok/sec: 118,589 | mfu: 4.3% | epoch: 1 | remaining: 251s    
step 00055 (16.3%) | loss: 5.388425 | lrm: 1.00 | dt: 1072ms | tok/sec: 122,301 | mfu: 4.5% | epoch: 1 | remaining: 250s    
step 00056 (16.6%) | loss: 5.373515 | lrm: 1.00 | dt: 1134ms | tok/sec: 115,590 | mfu: 4.2% | epoch: 1 | remaining: 249s    
step 00057 (17.0%) | loss: 5.346939 | lrm: 1.00 | dt: 1100ms | tok/sec: 119,142 | mfu: 4.4% | epoch: 1 | remaining: 248s    
step 00058 (17.4%) | loss: 5.314826 | lrm: 1.00 | dt: 1104ms | tok/sec: 118,704 | mfu: 4.3% | epoch: 1 | remaining: 247s    
step 00059 (17.7%) | loss: 5.290200 | lrm: 1.00 | dt: 1107ms | tok/sec: 118,382 | mfu: 4.3% | epoch: 1 | remaining: 246s    
step 00060 (18.1%) | loss: 5.268404 | lrm: 1.00 | dt: 1102ms | tok/sec: 118,917 | mfu: 4.3% | epoch: 1 | remaining: 245s    
step 00061 (18.5%) | loss: 5.241204 | lrm: 1.00 | dt: 1102ms | tok/sec: 118,942 | mfu: 4.3% | epoch: 1 | remaining: 244s    
