Vocab size: 8,192
CUDA capability: 12.0
torch.compile model: False
torch.compile optimizer: False
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 10, 'n_head': 5, 'n_kv_head': 5, 'n_embd': 480, 'window_pattern': 'SSLL'}
Parameter counts:
  wte                     : 3,932,160
  value_embeds            : 19,660,800
  lm_head                 : 3,932,160
  transformer_matrices    : 27,648,800
  scalars                 : 20
  total                   : 55,173,940
Estimated FLOPs per token: 2.779594e+08
Scaling AdamW LRs by 1/sqrt(480/768) = 1.264911
Time budget: 300s
Gradient accumulation steps: 8

step 00000 (0.0%) | loss: 9.010838 | lrm: 0.00 | dt: 976ms | tok/sec: 134,315 | mfu: 3.8% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.010973 | lrm: 0.00 | dt: 821ms | tok/sec: 159,570 | mfu: 4.5% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.010981 | lrm: 0.00 | dt: 821ms | tok/sec: 159,628 | mfu: 4.5% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 9.010941 | lrm: 0.00 | dt: 821ms | tok/sec: 159,605 | mfu: 4.5% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 9.011003 | lrm: 0.00 | dt: 821ms | tok/sec: 159,601 | mfu: 4.5% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 9.010987 | lrm: 0.00 | dt: 821ms | tok/sec: 159,611 | mfu: 4.5% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 9.010969 | lrm: 0.00 | dt: 821ms | tok/sec: 159,597 | mfu: 4.5% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 9.010990 | lrm: 0.00 | dt: 821ms | tok/sec: 159,590 | mfu: 4.5% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 9.011056 | lrm: 0.00 | dt: 821ms | tok/sec: 159,599 | mfu: 4.5% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 9.011074 | lrm: 0.00 | dt: 822ms | tok/sec: 159,534 | mfu: 4.5% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 9.011097 | lrm: 0.00 | dt: 821ms | tok/sec: 159,570 | mfu: 4.5% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 9.011131 | lrm: 0.00 | dt: 821ms | tok/sec: 159,589 | mfu: 4.5% | epoch: 1 | remaining: 299s    
step 00012 (0.3%) | loss: 9.011166 | lrm: 0.05 | dt: 821ms | tok/sec: 159,609 | mfu: 4.5% | epoch: 1 | remaining: 298s    
step 00013 (0.5%) | loss: 9.008643 | lrm: 0.11 | dt: 822ms | tok/sec: 159,455 | mfu: 4.5% | epoch: 1 | remaining: 298s    
step 00014 (0.8%) | loss: 9.001010 | lrm: 0.16 | dt: 822ms | tok/sec: 159,448 | mfu: 4.5% | epoch: 1 | remaining: 297s    
step 00015 (1.1%) | loss: 8.983706 | lrm: 0.22 | dt: 822ms | tok/sec: 159,433 | mfu: 4.5% | epoch: 1 | remaining: 296s    
step 00016 (1.4%) | loss: 8.942035 | lrm: 0.27 | dt: 822ms | tok/sec: 159,429 | mfu: 4.5% | epoch: 1 | remaining: 295s    
step 00017 (1.6%) | loss: 8.847777 | lrm: 0.33 | dt: 822ms | tok/sec: 159,457 | mfu: 4.5% | epoch: 1 | remaining: 294s    
step 00018 (1.9%) | loss: 8.728032 | lrm: 0.38 | dt: 822ms | tok/sec: 159,397 | mfu: 4.5% | epoch: 1 | remaining: 293s    
step 00019 (2.2%) | loss: 8.576690 | lrm: 0.44 | dt: 822ms | tok/sec: 159,469 | mfu: 4.5% | epoch: 1 | remaining: 293s    
step 00020 (2.5%) | loss: 8.407726 | lrm: 0.49 | dt: 822ms | tok/sec: 159,432 | mfu: 4.5% | epoch: 1 | remaining: 292s    
step 00021 (2.7%) | loss: 8.238745 | lrm: 0.55 | dt: 822ms | tok/sec: 159,438 | mfu: 4.5% | epoch: 1 | remaining: 291s    
step 00022 (3.0%) | loss: 8.050571 | lrm: 0.60 | dt: 822ms | tok/sec: 159,444 | mfu: 4.5% | epoch: 1 | remaining: 290s    
step 00023 (3.3%) | loss: 7.872527 | lrm: 0.66 | dt: 822ms | tok/sec: 159,436 | mfu: 4.5% | epoch: 1 | remaining: 289s    
step 00024 (3.6%) | loss: 7.688037 | lrm: 0.71 | dt: 822ms | tok/sec: 159,396 | mfu: 4.5% | epoch: 1 | remaining: 288s    
step 00025 (3.8%) | loss: 7.523668 | lrm: 0.77 | dt: 822ms | tok/sec: 159,397 | mfu: 4.5% | epoch: 1 | remaining: 288s    
step 00026 (4.1%) | loss: 7.360049 | lrm: 0.82 | dt: 822ms | tok/sec: 159,418 | mfu: 4.5% | epoch: 1 | remaining: 287s    
step 00027 (4.4%) | loss: 7.213728 | lrm: 0.88 | dt: 823ms | tok/sec: 159,345 | mfu: 4.5% | epoch: 1 | remaining: 286s    
step 00028 (4.7%) | loss: 7.078663 | lrm: 0.93 | dt: 822ms | tok/sec: 159,417 | mfu: 4.5% | epoch: 1 | remaining: 285s    
step 00029 (4.9%) | loss: 6.957038 | lrm: 0.99 | dt: 822ms | tok/sec: 159,423 | mfu: 4.5% | epoch: 1 | remaining: 284s    
step 00030 (5.2%) | loss: 6.842258 | lrm: 1.00 | dt: 822ms | tok/sec: 159,430 | mfu: 4.5% | epoch: 1 | remaining: 284s    
step 00031 (5.5%) | loss: 6.731483 | lrm: 1.00 | dt: 822ms | tok/sec: 159,420 | mfu: 4.5% | epoch: 1 | remaining: 283s    
step 00032 (5.8%) | loss: 6.624081 | lrm: 1.00 | dt: 822ms | tok/sec: 159,431 | mfu: 4.5% | epoch: 1 | remaining: 282s    
step 00033 (6.0%) | loss: 6.528272 | lrm: 1.00 | dt: 822ms | tok/sec: 159,386 | mfu: 4.5% | epoch: 1 | remaining: 281s    
step 00034 (6.3%) | loss: 6.435095 | lrm: 1.00 | dt: 822ms | tok/sec: 159,395 | mfu: 4.5% | epoch: 1 | remaining: 280s    
step 00035 (6.6%) | loss: 6.359833 | lrm: 1.00 | dt: 822ms | tok/sec: 159,401 | mfu: 4.5% | epoch: 1 | remaining: 279s    
step 00036 (6.9%) | loss: 6.290778 | lrm: 1.00 | dt: 822ms | tok/sec: 159,391 | mfu: 4.5% | epoch: 1 | remaining: 279s    
