Vocab size: 8,192
CUDA capability: 12.0
torch.compile model: False
torch.compile optimizer: False
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 6, 'n_head': 3, 'n_kv_head': 3, 'n_embd': 384, 'window_pattern': 'SSLL'}
Parameter counts:
  wte                     : 3,145,728
  value_embeds            : 9,437,184
  lm_head                 : 3,145,728
  transformer_matrices    : 10,617,120
  scalars                 : 12
  total                   : 26,345,772
Estimated FLOPs per token: 1.250444e+08
Scaling AdamW LRs by 1/sqrt(384/768) = 1.414214
Time budget: 300s
Gradient accumulation steps: 8

step 00000 (0.0%) | loss: 9.011224 | lrm: 0.00 | dt: 1100ms | tok/sec: 119,170 | mfu: 1.5% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.011128 | lrm: 0.00 | dt: 921ms | tok/sec: 142,263 | mfu: 1.8% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.011040 | lrm: 0.00 | dt: 976ms | tok/sec: 134,311 | mfu: 1.7% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 9.011058 | lrm: 0.00 | dt: 923ms | tok/sec: 142,061 | mfu: 1.8% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 9.011039 | lrm: 0.00 | dt: 917ms | tok/sec: 142,902 | mfu: 1.8% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 9.011071 | lrm: 0.00 | dt: 920ms | tok/sec: 142,458 | mfu: 1.8% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 9.011144 | lrm: 0.00 | dt: 917ms | tok/sec: 142,900 | mfu: 1.8% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 9.011111 | lrm: 0.00 | dt: 918ms | tok/sec: 142,751 | mfu: 1.8% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 9.011094 | lrm: 0.00 | dt: 920ms | tok/sec: 142,403 | mfu: 1.8% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 9.011097 | lrm: 0.00 | dt: 920ms | tok/sec: 142,521 | mfu: 1.8% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 9.011125 | lrm: 0.00 | dt: 920ms | tok/sec: 142,423 | mfu: 1.8% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 9.011082 | lrm: 0.00 | dt: 920ms | tok/sec: 142,464 | mfu: 1.8% | epoch: 1 | remaining: 299s    
step 00012 (0.3%) | loss: 9.011103 | lrm: 0.06 | dt: 920ms | tok/sec: 142,438 | mfu: 1.8% | epoch: 1 | remaining: 298s    
step 00013 (0.6%) | loss: 9.008750 | lrm: 0.12 | dt: 917ms | tok/sec: 142,875 | mfu: 1.8% | epoch: 1 | remaining: 297s    
step 00014 (0.9%) | loss: 9.001405 | lrm: 0.18 | dt: 920ms | tok/sec: 142,470 | mfu: 1.8% | epoch: 1 | remaining: 296s    
step 00015 (1.2%) | loss: 8.984679 | lrm: 0.25 | dt: 922ms | tok/sec: 142,116 | mfu: 1.8% | epoch: 1 | remaining: 295s    
step 00016 (1.5%) | loss: 8.945063 | lrm: 0.31 | dt: 922ms | tok/sec: 142,180 | mfu: 1.8% | epoch: 1 | remaining: 294s    
step 00017 (1.8%) | loss: 8.854817 | lrm: 0.37 | dt: 921ms | tok/sec: 142,257 | mfu: 1.8% | epoch: 1 | remaining: 294s    
step 00018 (2.1%) | loss: 8.728070 | lrm: 0.43 | dt: 923ms | tok/sec: 141,973 | mfu: 1.8% | epoch: 1 | remaining: 293s    
step 00019 (2.5%) | loss: 8.567634 | lrm: 0.49 | dt: 919ms | tok/sec: 142,631 | mfu: 1.8% | epoch: 1 | remaining: 292s    
step 00020 (2.8%) | loss: 8.399165 | lrm: 0.55 | dt: 924ms | tok/sec: 141,909 | mfu: 1.8% | epoch: 1 | remaining: 291s    
step 00021 (3.1%) | loss: 8.228187 | lrm: 0.61 | dt: 918ms | tok/sec: 142,754 | mfu: 1.8% | epoch: 1 | remaining: 290s    
step 00022 (3.4%) | loss: 8.037739 | lrm: 0.68 | dt: 926ms | tok/sec: 141,586 | mfu: 1.8% | epoch: 1 | remaining: 289s    
step 00023 (3.7%) | loss: 7.858948 | lrm: 0.74 | dt: 922ms | tok/sec: 142,157 | mfu: 1.8% | epoch: 1 | remaining: 288s    
step 00024 (4.0%) | loss: 7.675299 | lrm: 0.80 | dt: 921ms | tok/sec: 142,390 | mfu: 1.8% | epoch: 1 | remaining: 287s    
step 00025 (4.3%) | loss: 7.509136 | lrm: 0.86 | dt: 923ms | tok/sec: 142,053 | mfu: 1.8% | epoch: 1 | remaining: 286s    
step 00026 (4.6%) | loss: 7.342919 | lrm: 0.92 | dt: 828ms | tok/sec: 158,287 | mfu: 2.0% | epoch: 1 | remaining: 285s    
step 00027 (4.9%) | loss: 7.195879 | lrm: 0.98 | dt: 820ms | tok/sec: 159,804 | mfu: 2.0% | epoch: 1 | remaining: 285s    
step 00028 (5.2%) | loss: 7.061049 | lrm: 1.00 | dt: 820ms | tok/sec: 159,820 | mfu: 2.0% | epoch: 1 | remaining: 284s    
step 00029 (5.4%) | loss: 6.942733 | lrm: 1.00 | dt: 822ms | tok/sec: 159,481 | mfu: 2.0% | epoch: 1 | remaining: 283s    
step 00030 (5.7%) | loss: 6.829290 | lrm: 1.00 | dt: 821ms | tok/sec: 159,665 | mfu: 2.0% | epoch: 1 | remaining: 282s    
step 00031 (6.0%) | loss: 6.719314 | lrm: 1.00 | dt: 821ms | tok/sec: 159,664 | mfu: 2.0% | epoch: 1 | remaining: 281s    
step 00032 (6.3%) | loss: 6.611690 | lrm: 1.00 | dt: 821ms | tok/sec: 159,737 | mfu: 2.0% | epoch: 1 | remaining: 280s    
step 00033 (6.5%) | loss: 6.515683 | lrm: 1.00 | dt: 821ms | tok/sec: 159,684 | mfu: 2.0% | epoch: 1 | remaining: 280s    
step 00034 (6.8%) | loss: 6.422738 | lrm: 1.00 | dt: 821ms | tok/sec: 159,596 | mfu: 2.0% | epoch: 1 | remaining: 279s    
step 00035 (7.1%) | loss: 6.349145 | lrm: 1.00 | dt: 822ms | tok/sec: 159,409 | mfu: 2.0% | epoch: 1 | remaining: 278s    
step 00036 (7.3%) | loss: 6.279042 | lrm: 1.00 | dt: 821ms | tok/sec: 159,661 | mfu: 2.0% | epoch: 1 | remaining: 277s    
step 00037 (7.6%) | loss: 6.199482 | lrm: 1.00 | dt: 821ms | tok/sec: 159,719 | mfu: 2.0% | epoch: 1 | remaining: 276s    
step 00038 (7.9%) | loss: 6.138330 | lrm: 1.00 | dt: 822ms | tok/sec: 159,494 | mfu: 2.0% | epoch: 1 | remaining: 276s    
step 00039 (8.2%) | loss: 6.071386 | lrm: 1.00 | dt: 821ms | tok/sec: 159,615 | mfu: 2.0% | epoch: 1 | remaining: 275s    
step 00040 (8.4%) | loss: 6.005035 | lrm: 1.00 | dt: 821ms | tok/sec: 159,699 | mfu: 2.0% | epoch: 1 | remaining: 274s    
step 00041 (8.7%) | loss: 5.964608 | lrm: 1.00 | dt: 821ms | tok/sec: 159,659 | mfu: 2.0% | epoch: 1 | remaining: 273s    
step 00042 (9.0%) | loss: 5.917433 | lrm: 1.00 | dt: 822ms | tok/sec: 159,479 | mfu: 2.0% | epoch: 1 | remaining: 272s    
step 00043 (9.3%) | loss: 5.861218 | lrm: 1.00 | dt: 821ms | tok/sec: 159,602 | mfu: 2.0% | epoch: 1 | remaining: 271s    
step 00044 (9.5%) | loss: 5.820782 | lrm: 1.00 | dt: 821ms | tok/sec: 159,648 | mfu: 2.0% | epoch: 1 | remaining: 271s    
step 00045 (9.8%) | loss: 5.774580 | lrm: 1.00 | dt: 821ms | tok/sec: 159,641 | mfu: 2.0% | epoch: 1 | remaining: 270s    
