Vocab size: 8,192
CUDA capability: 12.0
torch.compile model: False
torch.compile optimizer: False
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 5, 'n_kv_head': 5, 'n_embd': 640, 'window_pattern': 'SSLL'}
Parameter counts:
  wte                     : 5,242,880
  value_embeds            : 20,971,520
  lm_head                 : 5,242,880
  transformer_matrices    : 39,322,240
  scalars                 : 16
  total                   : 70,779,536
Estimated FLOPs per token: 3.617626e+08
Scaling AdamW LRs by 1/sqrt(640/768) = 1.095445
Time budget: 300s
Gradient accumulation steps: 8

step 00000 (0.0%) | loss: 9.010969 | lrm: 0.00 | dt: 1023ms | tok/sec: 128,111 | mfu: 4.7% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.011037 | lrm: 0.00 | dt: 836ms | tok/sec: 156,719 | mfu: 5.7% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.011052 | lrm: 0.00 | dt: 836ms | tok/sec: 156,819 | mfu: 5.7% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 9.011150 | lrm: 0.00 | dt: 836ms | tok/sec: 156,834 | mfu: 5.7% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 9.011099 | lrm: 0.00 | dt: 836ms | tok/sec: 156,817 | mfu: 5.7% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 9.011119 | lrm: 0.00 | dt: 836ms | tok/sec: 156,787 | mfu: 5.7% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 9.011100 | lrm: 0.00 | dt: 836ms | tok/sec: 156,778 | mfu: 5.7% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 9.011116 | lrm: 0.00 | dt: 836ms | tok/sec: 156,741 | mfu: 5.7% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 9.011035 | lrm: 0.00 | dt: 836ms | tok/sec: 156,789 | mfu: 5.7% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 9.011035 | lrm: 0.00 | dt: 836ms | tok/sec: 156,804 | mfu: 5.7% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 9.010969 | lrm: 0.00 | dt: 836ms | tok/sec: 156,804 | mfu: 5.7% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 9.011011 | lrm: 0.00 | dt: 836ms | tok/sec: 156,797 | mfu: 5.7% | epoch: 1 | remaining: 299s    
step 00012 (0.3%) | loss: 9.011008 | lrm: 0.06 | dt: 836ms | tok/sec: 156,829 | mfu: 5.7% | epoch: 1 | remaining: 298s    
step 00013 (0.6%) | loss: 9.008096 | lrm: 0.11 | dt: 837ms | tok/sec: 156,537 | mfu: 5.7% | epoch: 1 | remaining: 297s    
step 00014 (0.8%) | loss: 8.999241 | lrm: 0.17 | dt: 837ms | tok/sec: 156,561 | mfu: 5.7% | epoch: 1 | remaining: 297s    
step 00015 (1.1%) | loss: 8.979191 | lrm: 0.22 | dt: 837ms | tok/sec: 156,555 | mfu: 5.7% | epoch: 1 | remaining: 296s    
step 00016 (1.4%) | loss: 8.931418 | lrm: 0.28 | dt: 837ms | tok/sec: 156,553 | mfu: 5.7% | epoch: 1 | remaining: 295s    
step 00017 (1.7%) | loss: 8.824244 | lrm: 0.33 | dt: 837ms | tok/sec: 156,597 | mfu: 5.7% | epoch: 1 | remaining: 294s    
step 00018 (2.0%) | loss: 8.690924 | lrm: 0.39 | dt: 837ms | tok/sec: 156,562 | mfu: 5.7% | epoch: 1 | remaining: 293s    
step 00019 (2.2%) | loss: 8.522322 | lrm: 0.45 | dt: 837ms | tok/sec: 156,529 | mfu: 5.7% | epoch: 1 | remaining: 292s    
step 00020 (2.5%) | loss: 8.342290 | lrm: 0.50 | dt: 837ms | tok/sec: 156,578 | mfu: 5.7% | epoch: 1 | remaining: 292s    
step 00021 (2.8%) | loss: 8.164939 | lrm: 0.56 | dt: 837ms | tok/sec: 156,546 | mfu: 5.7% | epoch: 1 | remaining: 291s    
step 00022 (3.1%) | loss: 7.970296 | lrm: 0.61 | dt: 837ms | tok/sec: 156,524 | mfu: 5.7% | epoch: 1 | remaining: 290s    
step 00023 (3.3%) | loss: 7.791007 | lrm: 0.67 | dt: 838ms | tok/sec: 156,500 | mfu: 5.7% | epoch: 1 | remaining: 289s    
step 00024 (3.6%) | loss: 7.605958 | lrm: 0.73 | dt: 838ms | tok/sec: 156,500 | mfu: 5.7% | epoch: 1 | remaining: 288s    
step 00025 (3.9%) | loss: 7.442576 | lrm: 0.78 | dt: 837ms | tok/sec: 156,530 | mfu: 5.7% | epoch: 1 | remaining: 287s    
step 00026 (4.2%) | loss: 7.279572 | lrm: 0.84 | dt: 837ms | tok/sec: 156,527 | mfu: 5.7% | epoch: 1 | remaining: 287s    
step 00027 (4.5%) | loss: 7.132321 | lrm: 0.89 | dt: 837ms | tok/sec: 156,544 | mfu: 5.7% | epoch: 1 | remaining: 286s    
step 00028 (4.7%) | loss: 6.997757 | lrm: 0.95 | dt: 837ms | tok/sec: 156,528 | mfu: 5.7% | epoch: 1 | remaining: 285s    
step 00029 (5.0%) | loss: 6.876430 | lrm: 1.00 | dt: 837ms | tok/sec: 156,544 | mfu: 5.7% | epoch: 1 | remaining: 284s    
step 00030 (5.3%) | loss: 6.763875 | lrm: 1.00 | dt: 837ms | tok/sec: 156,556 | mfu: 5.7% | epoch: 1 | remaining: 283s    
step 00031 (5.6%) | loss: 6.655769 | lrm: 1.00 | dt: 837ms | tok/sec: 156,573 | mfu: 5.7% | epoch: 1 | remaining: 282s    
step 00032 (5.9%) | loss: 6.550237 | lrm: 1.00 | dt: 837ms | tok/sec: 156,580 | mfu: 5.7% | epoch: 1 | remaining: 282s    
step 00033 (6.1%) | loss: 6.456418 | lrm: 1.00 | dt: 837ms | tok/sec: 156,519 | mfu: 5.7% | epoch: 1 | remaining: 281s    
step 00034 (6.4%) | loss: 6.365420 | lrm: 1.00 | dt: 837ms | tok/sec: 156,541 | mfu: 5.7% | epoch: 1 | remaining: 280s    
step 00035 (6.7%) | loss: 6.292183 | lrm: 1.00 | dt: 837ms | tok/sec: 156,536 | mfu: 5.7% | epoch: 1 | remaining: 279s    
step 00036 (7.0%) | loss: 6.225119 | lrm: 1.00 | dt: 837ms | tok/sec: 156,527 | mfu: 5.7% | epoch: 1 | remaining: 278s    
