Vocab size: 8,192
CUDA capability: 12.0
torch.compile model: False
torch.compile optimizer: False
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 6, 'n_head': 3, 'n_kv_head': 3, 'n_embd': 384, 'window_pattern': 'SSLL'}
Parameter counts:
  wte                     : 3,145,728
  value_embeds            : 9,437,184
  lm_head                 : 3,145,728
  transformer_matrices    : 10,617,120
  scalars                 : 12
  total                   : 26,345,772
Estimated FLOPs per token: 1.250444e+08
Scaling AdamW LRs by 1/sqrt(384/768) = 1.414214
Time budget: 300s
Gradient accumulation steps: 8

step 00000 (0.0%) | loss: 9.011224 | lrm: 0.00 | dt: 663ms | tok/sec: 197,756 | mfu: 2.5% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.011128 | lrm: 0.00 | dt: 380ms | tok/sec: 345,138 | mfu: 4.4% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.011040 | lrm: 0.00 | dt: 380ms | tok/sec: 345,091 | mfu: 4.4% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 9.011058 | lrm: 0.00 | dt: 380ms | tok/sec: 345,102 | mfu: 4.4% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 9.011039 | lrm: 0.00 | dt: 380ms | tok/sec: 345,170 | mfu: 4.4% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 9.011071 | lrm: 0.00 | dt: 380ms | tok/sec: 344,876 | mfu: 4.4% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 9.011144 | lrm: 0.00 | dt: 380ms | tok/sec: 345,186 | mfu: 4.4% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 9.011111 | lrm: 0.00 | dt: 380ms | tok/sec: 345,263 | mfu: 4.4% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 9.011094 | lrm: 0.00 | dt: 380ms | tok/sec: 345,075 | mfu: 4.4% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 9.011097 | lrm: 0.00 | dt: 380ms | tok/sec: 345,161 | mfu: 4.4% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 9.011125 | lrm: 0.00 | dt: 380ms | tok/sec: 345,063 | mfu: 4.4% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 9.011082 | lrm: 0.00 | dt: 380ms | tok/sec: 345,108 | mfu: 4.4% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 9.011103 | lrm: 0.03 | dt: 380ms | tok/sec: 345,134 | mfu: 4.4% | epoch: 1 | remaining: 299s    
step 00013 (0.3%) | loss: 9.010152 | lrm: 0.05 | dt: 380ms | tok/sec: 344,993 | mfu: 4.4% | epoch: 1 | remaining: 299s    
step 00014 (0.4%) | loss: 9.007275 | lrm: 0.08 | dt: 380ms | tok/sec: 344,972 | mfu: 4.4% | epoch: 1 | remaining: 298s    
step 00015 (0.5%) | loss: 9.001824 | lrm: 0.10 | dt: 380ms | tok/sec: 344,952 | mfu: 4.4% | epoch: 1 | remaining: 298s    
step 00016 (0.6%) | loss: 8.992184 | lrm: 0.13 | dt: 380ms | tok/sec: 344,896 | mfu: 4.4% | epoch: 1 | remaining: 298s    
step 00017 (0.8%) | loss: 8.972243 | lrm: 0.15 | dt: 380ms | tok/sec: 344,969 | mfu: 4.4% | epoch: 1 | remaining: 297s    
step 00018 (0.9%) | loss: 8.937836 | lrm: 0.18 | dt: 380ms | tok/sec: 344,975 | mfu: 4.4% | epoch: 1 | remaining: 297s    
step 00019 (1.0%) | loss: 8.872741 | lrm: 0.20 | dt: 380ms | tok/sec: 344,851 | mfu: 4.4% | epoch: 1 | remaining: 297s    
step 00020 (1.1%) | loss: 8.778264 | lrm: 0.23 | dt: 374ms | tok/sec: 350,054 | mfu: 4.4% | epoch: 1 | remaining: 296s    
step 00021 (1.3%) | loss: 8.666969 | lrm: 0.25 | dt: 369ms | tok/sec: 355,344 | mfu: 4.5% | epoch: 1 | remaining: 296s    
step 00022 (1.4%) | loss: 8.535641 | lrm: 0.28 | dt: 369ms | tok/sec: 355,390 | mfu: 4.5% | epoch: 1 | remaining: 295s    
step 00023 (1.5%) | loss: 8.389840 | lrm: 0.30 | dt: 370ms | tok/sec: 354,032 | mfu: 4.5% | epoch: 1 | remaining: 295s    
step 00024 (1.6%) | loss: 8.228397 | lrm: 0.33 | dt: 370ms | tok/sec: 353,971 | mfu: 4.5% | epoch: 1 | remaining: 295s    
step 00025 (1.8%) | loss: 8.073545 | lrm: 0.35 | dt: 370ms | tok/sec: 353,809 | mfu: 4.5% | epoch: 1 | remaining: 294s    
step 00026 (1.9%) | loss: 7.907510 | lrm: 0.38 | dt: 371ms | tok/sec: 352,985 | mfu: 4.5% | epoch: 1 | remaining: 294s    
step 00027 (2.0%) | loss: 7.752606 | lrm: 0.40 | dt: 371ms | tok/sec: 353,055 | mfu: 4.5% | epoch: 1 | remaining: 294s    
step 00028 (2.1%) | loss: 7.603462 | lrm: 0.43 | dt: 372ms | tok/sec: 352,602 | mfu: 4.5% | epoch: 1 | remaining: 293s    
step 00029 (2.3%) | loss: 7.468333 | lrm: 0.45 | dt: 373ms | tok/sec: 351,841 | mfu: 4.4% | epoch: 1 | remaining: 293s    
step 00030 (2.4%) | loss: 7.337388 | lrm: 0.48 | dt: 372ms | tok/sec: 352,007 | mfu: 4.4% | epoch: 1 | remaining: 292s    
step 00031 (2.5%) | loss: 7.214709 | lrm: 0.50 | dt: 373ms | tok/sec: 351,260 | mfu: 4.4% | epoch: 1 | remaining: 292s    
step 00032 (2.6%) | loss: 7.094856 | lrm: 0.52 | dt: 374ms | tok/sec: 350,820 | mfu: 4.4% | epoch: 1 | remaining: 292s    
step 00033 (2.7%) | loss: 6.981863 | lrm: 0.55 | dt: 374ms | tok/sec: 350,916 | mfu: 4.4% | epoch: 1 | remaining: 291s    
step 00034 (2.9%) | loss: 6.876809 | lrm: 0.57 | dt: 374ms | tok/sec: 350,270 | mfu: 4.4% | epoch: 1 | remaining: 291s    
step 00035 (3.0%) | loss: 6.787934 | lrm: 0.60 | dt: 374ms | tok/sec: 350,312 | mfu: 4.4% | epoch: 1 | remaining: 291s    
step 00036 (3.1%) | loss: 6.702395 | lrm: 0.62 | dt: 374ms | tok/sec: 350,023 | mfu: 4.4% | epoch: 1 | remaining: 290s    
