Vocab size: 8,192
CUDA capability: 12.0
torch.compile model: False
torch.compile optimizer: False
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 6, 'n_head': 3, 'n_kv_head': 3, 'n_embd': 384, 'window_pattern': 'SSLL'}
Parameter counts:
  wte                     : 3,145,728
  value_embeds            : 9,437,184
  lm_head                 : 3,145,728
  transformer_matrices    : 10,617,120
  scalars                 : 12
  total                   : 26,345,772
Estimated FLOPs per token: 1.250444e+08
Scaling AdamW LRs by 1/sqrt(384/768) = 1.414214
Time budget: 300s
Gradient accumulation steps: 8

step 00000 (0.0%) | loss: 9.011224 | lrm: 0.00 | dt: 520ms | tok/sec: 252,248 | mfu: 3.2% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.011128 | lrm: 0.00 | dt: 382ms | tok/sec: 343,401 | mfu: 4.3% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.011040 | lrm: 0.00 | dt: 382ms | tok/sec: 343,367 | mfu: 4.3% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 9.011058 | lrm: 0.00 | dt: 381ms | tok/sec: 343,579 | mfu: 4.3% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 9.011039 | lrm: 0.00 | dt: 382ms | tok/sec: 343,552 | mfu: 4.3% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 9.011071 | lrm: 0.00 | dt: 382ms | tok/sec: 343,529 | mfu: 4.3% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 9.011144 | lrm: 0.00 | dt: 382ms | tok/sec: 343,459 | mfu: 4.3% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 9.011111 | lrm: 0.00 | dt: 382ms | tok/sec: 343,496 | mfu: 4.3% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 9.011094 | lrm: 0.00 | dt: 381ms | tok/sec: 343,579 | mfu: 4.3% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 9.011097 | lrm: 0.00 | dt: 382ms | tok/sec: 343,537 | mfu: 4.3% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 9.011125 | lrm: 0.00 | dt: 382ms | tok/sec: 343,564 | mfu: 4.3% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 9.011082 | lrm: 0.00 | dt: 382ms | tok/sec: 343,569 | mfu: 4.3% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 9.011103 | lrm: 0.03 | dt: 382ms | tok/sec: 343,505 | mfu: 4.3% | epoch: 1 | remaining: 299s    
step 00013 (0.3%) | loss: 9.010148 | lrm: 0.05 | dt: 382ms | tok/sec: 343,427 | mfu: 4.3% | epoch: 1 | remaining: 299s    
step 00014 (0.4%) | loss: 9.007258 | lrm: 0.08 | dt: 382ms | tok/sec: 343,502 | mfu: 4.3% | epoch: 1 | remaining: 298s    
step 00015 (0.5%) | loss: 9.001783 | lrm: 0.10 | dt: 381ms | tok/sec: 343,581 | mfu: 4.3% | epoch: 1 | remaining: 298s    
step 00016 (0.6%) | loss: 8.992122 | lrm: 0.13 | dt: 382ms | tok/sec: 343,541 | mfu: 4.3% | epoch: 1 | remaining: 298s    
step 00017 (0.8%) | loss: 8.972158 | lrm: 0.15 | dt: 382ms | tok/sec: 343,501 | mfu: 4.3% | epoch: 1 | remaining: 297s    
step 00018 (0.9%) | loss: 8.937623 | lrm: 0.18 | dt: 382ms | tok/sec: 343,564 | mfu: 4.3% | epoch: 1 | remaining: 297s    
step 00019 (1.0%) | loss: 8.872463 | lrm: 0.20 | dt: 382ms | tok/sec: 343,470 | mfu: 4.3% | epoch: 1 | remaining: 297s    
step 00020 (1.1%) | loss: 8.777735 | lrm: 0.23 | dt: 382ms | tok/sec: 343,456 | mfu: 4.3% | epoch: 1 | remaining: 296s    
step 00021 (1.3%) | loss: 8.666159 | lrm: 0.25 | dt: 382ms | tok/sec: 343,344 | mfu: 4.3% | epoch: 1 | remaining: 296s    
step 00022 (1.4%) | loss: 8.534394 | lrm: 0.28 | dt: 381ms | tok/sec: 343,594 | mfu: 4.3% | epoch: 1 | remaining: 295s    
step 00023 (1.5%) | loss: 8.387889 | lrm: 0.31 | dt: 382ms | tok/sec: 343,425 | mfu: 4.3% | epoch: 1 | remaining: 295s    
step 00024 (1.7%) | loss: 8.225912 | lrm: 0.33 | dt: 382ms | tok/sec: 343,552 | mfu: 4.3% | epoch: 1 | remaining: 295s    
step 00025 (1.8%) | loss: 8.071240 | lrm: 0.36 | dt: 382ms | tok/sec: 343,478 | mfu: 4.3% | epoch: 1 | remaining: 294s    
step 00026 (1.9%) | loss: 7.904817 | lrm: 0.38 | dt: 382ms | tok/sec: 343,415 | mfu: 4.3% | epoch: 1 | remaining: 294s    
step 00027 (2.0%) | loss: 7.749583 | lrm: 0.41 | dt: 382ms | tok/sec: 343,505 | mfu: 4.3% | epoch: 1 | remaining: 294s    
step 00028 (2.2%) | loss: 7.600086 | lrm: 0.43 | dt: 382ms | tok/sec: 343,506 | mfu: 4.3% | epoch: 1 | remaining: 293s    
step 00029 (2.3%) | loss: 7.465140 | lrm: 0.46 | dt: 382ms | tok/sec: 343,413 | mfu: 4.3% | epoch: 1 | remaining: 293s    
step 00030 (2.4%) | loss: 7.334929 | lrm: 0.48 | dt: 381ms | tok/sec: 343,600 | mfu: 4.3% | epoch: 1 | remaining: 292s    
step 00031 (2.5%) | loss: 7.213098 | lrm: 0.51 | dt: 382ms | tok/sec: 343,520 | mfu: 4.3% | epoch: 1 | remaining: 292s    
step 00032 (2.7%) | loss: 7.092376 | lrm: 0.53 | dt: 382ms | tok/sec: 343,463 | mfu: 4.3% | epoch: 1 | remaining: 292s    
step 00033 (2.8%) | loss: 6.979534 | lrm: 0.56 | dt: 382ms | tok/sec: 343,461 | mfu: 4.3% | epoch: 1 | remaining: 291s    
step 00034 (2.9%) | loss: 6.874138 | lrm: 0.59 | dt: 382ms | tok/sec: 343,463 | mfu: 4.3% | epoch: 1 | remaining: 291s    
step 00035 (3.1%) | loss: 6.786027 | lrm: 0.61 | dt: 382ms | tok/sec: 343,561 | mfu: 4.3% | epoch: 1 | remaining: 290s    
step 00036 (3.2%) | loss: 6.699578 | lrm: 0.64 | dt: 381ms | tok/sec: 343,575 | mfu: 4.3% | epoch: 1 | remaining: 290s    
step 00037 (3.3%) | loss: 6.606560 | lrm: 0.66 | dt: 382ms | tok/sec: 343,441 | mfu: 4.3% | epoch: 1 | remaining: 290s    
step 00038 (3.4%) | loss: 6.529379 | lrm: 0.69 | dt: 382ms | tok/sec: 343,557 | mfu: 4.3% | epoch: 1 | remaining: 289s    
step 00039 (3.6%) | loss: 6.446471 | lrm: 0.71 | dt: 382ms | tok/sec: 343,549 | mfu: 4.3% | epoch: 1 | remaining: 289s    
step 00040 (3.7%) | loss: 6.365041 | lrm: 0.74 | dt: 382ms | tok/sec: 343,304 | mfu: 4.3% | epoch: 1 | remaining: 289s    
step 00041 (3.8%) | loss: 6.310766 | lrm: 0.76 | dt: 381ms | tok/sec: 343,594 | mfu: 4.3% | epoch: 1 | remaining: 288s    
step 00042 (3.9%) | loss: 6.249132 | lrm: 0.79 | dt: 382ms | tok/sec: 343,479 | mfu: 4.3% | epoch: 1 | remaining: 288s    
step 00043 (4.1%) | loss: 6.179649 | lrm: 0.81 | dt: 382ms | tok/sec: 343,502 | mfu: 4.3% | epoch: 1 | remaining: 287s    
step 00044 (4.2%) | loss: 6.126862 | lrm: 0.84 | dt: 382ms | tok/sec: 343,484 | mfu: 4.3% | epoch: 1 | remaining: 287s    
step 00045 (4.3%) | loss: 6.070431 | lrm: 0.86 | dt: 382ms | tok/sec: 343,508 | mfu: 4.3% | epoch: 1 | remaining: 287s    
step 00046 (4.5%) | loss: 6.019473 | lrm: 0.89 | dt: 382ms | tok/sec: 343,566 | mfu: 4.3% | epoch: 1 | remaining: 286s    
step 00047 (4.6%) | loss: 5.969010 | lrm: 0.92 | dt: 382ms | tok/sec: 343,454 | mfu: 4.3% | epoch: 1 | remaining: 286s    
step 00048 (4.7%) | loss: 5.929750 | lrm: 0.94 | dt: 382ms | tok/sec: 343,477 | mfu: 4.3% | epoch: 1 | remaining: 285s    
step 00049 (4.8%) | loss: 5.893760 | lrm: 0.97 | dt: 382ms | tok/sec: 343,488 | mfu: 4.3% | epoch: 1 | remaining: 285s    
step 00050 (5.0%) | loss: 5.859422 | lrm: 0.99 | dt: 382ms | tok/sec: 343,444 | mfu: 4.3% | epoch: 1 | remaining: 285s    
step 00051 (5.1%) | loss: 5.812763 | lrm: 1.00 | dt: 382ms | tok/sec: 343,437 | mfu: 4.3% | epoch: 1 | remaining: 284s    
step 00052 (5.2%) | loss: 5.773647 | lrm: 1.00 | dt: 382ms | tok/sec: 343,539 | mfu: 4.3% | epoch: 1 | remaining: 284s    
step 00053 (5.3%) | loss: 5.738611 | lrm: 1.00 | dt: 382ms | tok/sec: 343,532 | mfu: 4.3% | epoch: 1 | remaining: 284s    
step 00054 (5.5%) | loss: 5.699157 | lrm: 1.00 | dt: 382ms | tok/sec: 343,397 | mfu: 4.3% | epoch: 1 | remaining: 283s    
step 00055 (5.6%) | loss: 5.666274 | lrm: 1.00 | dt: 382ms | tok/sec: 343,493 | mfu: 4.3% | epoch: 1 | remaining: 283s    
step 00056 (5.7%) | loss: 5.641612 | lrm: 1.00 | dt: 382ms | tok/sec: 343,552 | mfu: 4.3% | epoch: 1 | remaining: 282s    
step 00057 (5.9%) | loss: 5.607312 | lrm: 1.00 | dt: 382ms | tok/sec: 343,428 | mfu: 4.3% | epoch: 1 | remaining: 282s    
step 00058 (6.0%) | loss: 5.569307 | lrm: 1.00 | dt: 382ms | tok/sec: 343,441 | mfu: 4.3% | epoch: 1 | remaining: 282s    
step 00059 (6.1%) | loss: 5.538310 | lrm: 1.00 | dt: 382ms | tok/sec: 343,250 | mfu: 4.3% | epoch: 1 | remaining: 281s    
step 00060 (6.2%) | loss: 5.510653 | lrm: 1.00 | dt: 399ms | tok/sec: 328,657 | mfu: 4.2% | epoch: 1 | remaining: 281s    
step 00061 (6.4%) | loss: 5.478453 | lrm: 1.00 | dt: 517ms | tok/sec: 253,654 | mfu: 3.2% | epoch: 1 | remaining: 280s    
step 00062 (6.5%) | loss: 5.453854 | lrm: 1.00 | dt: 516ms | tok/sec: 253,907 | mfu: 3.2% | epoch: 1 | remaining: 280s    
step 00063 (6.7%) | loss: 5.427882 | lrm: 1.00 | dt: 519ms | tok/sec: 252,689 | mfu: 3.2% | epoch: 1 | remaining: 279s    
step 00064 (6.9%) | loss: 5.402626 | lrm: 1.00 | dt: 518ms | tok/sec: 252,842 | mfu: 3.2% | epoch: 1 | remaining: 279s    
step 00065 (7.1%) | loss: 5.372424 | lrm: 1.00 | dt: 518ms | tok/sec: 252,918 | mfu: 3.2% | epoch: 1 | remaining: 278s    
step 00066 (7.2%) | loss: 5.347137 | lrm: 1.00 | dt: 519ms | tok/sec: 252,760 | mfu: 3.2% | epoch: 1 | remaining: 278s    
step 00067 (7.4%) | loss: 5.319381 | lrm: 1.00 | dt: 518ms | tok/sec: 252,823 | mfu: 3.2% | epoch: 1 | remaining: 277s    
step 00068 (7.6%) | loss: 5.301907 | lrm: 1.00 | dt: 455ms | tok/sec: 287,838 | mfu: 3.6% | epoch: 1 | remaining: 277s    
step 00069 (7.7%) | loss: 5.267419 | lrm: 1.00 | dt: 382ms | tok/sec: 343,517 | mfu: 4.3% | epoch: 1 | remaining: 276s    
step 00070 (7.9%) | loss: 5.244241 | lrm: 1.00 | dt: 382ms | tok/sec: 343,546 | mfu: 4.3% | epoch: 1 | remaining: 276s    
step 00071 (8.0%) | loss: 5.217461 | lrm: 1.00 | dt: 382ms | tok/sec: 343,443 | mfu: 4.3% | epoch: 1 | remaining: 276s    
step 00072 (8.1%) | loss: 5.184241 | lrm: 1.00 | dt: 382ms | tok/sec: 343,453 | mfu: 4.3% | epoch: 1 | remaining: 275s    
step 00073 (8.2%) | loss: 5.155793 | lrm: 1.00 | dt: 382ms | tok/sec: 343,491 | mfu: 4.3% | epoch: 1 | remaining: 275s    
step 00074 (8.4%) | loss: 5.143297 | lrm: 1.00 | dt: 382ms | tok/sec: 343,525 | mfu: 4.3% | epoch: 1 | remaining: 275s    
step 00075 (8.5%) | loss: 5.119543 | lrm: 1.00 | dt: 382ms | tok/sec: 343,318 | mfu: 4.3% | epoch: 1 | remaining: 274s    
step 00076 (8.6%) | loss: 5.099449 | lrm: 1.00 | dt: 382ms | tok/sec: 343,500 | mfu: 4.3% | epoch: 1 | remaining: 274s    
step 00077 (8.7%) | loss: 5.086609 | lrm: 1.00 | dt: 382ms | tok/sec: 343,456 | mfu: 4.3% | epoch: 1 | remaining: 273s    
step 00078 (8.9%) | loss: 5.071563 | lrm: 1.00 | dt: 381ms | tok/sec: 343,608 | mfu: 4.3% | epoch: 1 | remaining: 273s    
step 00079 (9.0%) | loss: 5.050274 | lrm: 1.00 | dt: 382ms | tok/sec: 343,468 | mfu: 4.3% | epoch: 1 | remaining: 273s    
step 00080 (9.1%) | loss: 5.027758 | lrm: 1.00 | dt: 382ms | tok/sec: 343,549 | mfu: 4.3% | epoch: 1 | remaining: 272s    
step 00081 (9.3%) | loss: 5.001191 | lrm: 1.00 | dt: 382ms | tok/sec: 343,442 | mfu: 4.3% | epoch: 1 | remaining: 272s    
step 00082 (9.4%) | loss: 4.991485 | lrm: 1.00 | dt: 381ms | tok/sec: 343,595 | mfu: 4.3% | epoch: 1 | remaining: 271s    
step 00083 (9.5%) | loss: 4.966505 | lrm: 1.00 | dt: 382ms | tok/sec: 343,462 | mfu: 4.3% | epoch: 1 | remaining: 271s    
step 00084 (9.6%) | loss: 4.945274 | lrm: 1.00 | dt: 382ms | tok/sec: 343,450 | mfu: 4.3% | epoch: 1 | remaining: 271s    
step 00085 (9.8%) | loss: 4.930377 | lrm: 1.00 | dt: 382ms | tok/sec: 343,539 | mfu: 4.3% | epoch: 1 | remaining: 270s    
step 00086 (9.9%) | loss: 4.904852 | lrm: 1.00 | dt: 382ms | tok/sec: 343,567 | mfu: 4.3% | epoch: 1 | remaining: 270s    
step 00087 (10.0%) | loss: 4.873753 | lrm: 1.00 | dt: 382ms | tok/sec: 343,489 | mfu: 4.3% | epoch: 1 | remaining: 270s    
step 00088 (10.1%) | loss: 4.844867 | lrm: 1.00 | dt: 382ms | tok/sec: 343,505 | mfu: 4.3% | epoch: 1 | remaining: 269s    
step 00089 (10.3%) | loss: 4.826317 | lrm: 1.00 | dt: 382ms | tok/sec: 343,437 | mfu: 4.3% | epoch: 1 | remaining: 269s    
step 00090 (10.4%) | loss: 4.802223 | lrm: 1.00 | dt: 382ms | tok/sec: 343,465 | mfu: 4.3% | epoch: 1 | remaining: 268s    
step 00091 (10.5%) | loss: 4.792178 | lrm: 1.00 | dt: 382ms | tok/sec: 343,455 | mfu: 4.3% | epoch: 1 | remaining: 268s    
step 00092 (10.7%) | loss: 4.771547 | lrm: 1.00 | dt: 382ms | tok/sec: 343,508 | mfu: 4.3% | epoch: 1 | remaining: 268s    
step 00093 (10.8%) | loss: 4.757999 | lrm: 1.00 | dt: 382ms | tok/sec: 343,432 | mfu: 4.3% | epoch: 1 | remaining: 267s    
step 00094 (10.9%) | loss: 4.753194 | lrm: 1.00 | dt: 382ms | tok/sec: 343,310 | mfu: 4.3% | epoch: 1 | remaining: 267s    
step 00095 (11.0%) | loss: 4.732929 | lrm: 1.00 | dt: 382ms | tok/sec: 343,463 | mfu: 4.3% | epoch: 1 | remaining: 267s    
step 00096 (11.2%) | loss: 4.740188 | lrm: 1.00 | dt: 382ms | tok/sec: 343,380 | mfu: 4.3% | epoch: 1 | remaining: 266s    
step 00097 (11.3%) | loss: 4.725630 | lrm: 1.00 | dt: 382ms | tok/sec: 343,493 | mfu: 4.3% | epoch: 1 | remaining: 266s    
step 00098 (11.4%) | loss: 4.708278 | lrm: 1.00 | dt: 381ms | tok/sec: 343,597 | mfu: 4.3% | epoch: 1 | remaining: 265s    
step 00099 (11.5%) | loss: 4.674587 | lrm: 1.00 | dt: 382ms | tok/sec: 343,438 | mfu: 4.3% | epoch: 1 | remaining: 265s    
step 00100 (11.7%) | loss: 4.657130 | lrm: 1.00 | dt: 382ms | tok/sec: 343,475 | mfu: 4.3% | epoch: 1 | remaining: 265s    
step 00101 (11.8%) | loss: 4.654541 | lrm: 1.00 | dt: 382ms | tok/sec: 343,515 | mfu: 4.3% | epoch: 1 | remaining: 264s    
step 00102 (11.9%) | loss: 4.650443 | lrm: 1.00 | dt: 382ms | tok/sec: 343,393 | mfu: 4.3% | epoch: 1 | remaining: 264s    
step 00103 (12.1%) | loss: 4.642319 | lrm: 1.00 | dt: 382ms | tok/sec: 343,441 | mfu: 4.3% | epoch: 1 | remaining: 263s    
step 00104 (12.2%) | loss: 4.628744 | lrm: 1.00 | dt: 382ms | tok/sec: 343,358 | mfu: 4.3% | epoch: 1 | remaining: 263s    
step 00105 (12.3%) | loss: 4.601191 | lrm: 1.00 | dt: 382ms | tok/sec: 343,537 | mfu: 4.3% | epoch: 1 | remaining: 263s    
step 00106 (12.4%) | loss: 4.592826 | lrm: 1.00 | dt: 382ms | tok/sec: 343,443 | mfu: 4.3% | epoch: 1 | remaining: 262s    
step 00107 (12.6%) | loss: 4.568392 | lrm: 1.00 | dt: 382ms | tok/sec: 343,520 | mfu: 4.3% | epoch: 1 | remaining: 262s    
step 00108 (12.7%) | loss: 4.556850 | lrm: 1.00 | dt: 382ms | tok/sec: 343,492 | mfu: 4.3% | epoch: 1 | remaining: 262s    
step 00109 (12.8%) | loss: 4.532208 | lrm: 1.00 | dt: 402ms | tok/sec: 325,933 | mfu: 4.1% | epoch: 1 | remaining: 261s    
step 00110 (12.9%) | loss: 4.525868 | lrm: 1.00 | dt: 516ms | tok/sec: 253,864 | mfu: 3.2% | epoch: 1 | remaining: 261s    
step 00111 (13.1%) | loss: 4.493435 | lrm: 1.00 | dt: 519ms | tok/sec: 252,682 | mfu: 3.2% | epoch: 1 | remaining: 260s    
step 00112 (13.3%) | loss: 4.486590 | lrm: 1.00 | dt: 489ms | tok/sec: 267,836 | mfu: 3.4% | epoch: 1 | remaining: 260s    
step 00113 (13.5%) | loss: 4.481562 | lrm: 1.00 | dt: 502ms | tok/sec: 261,117 | mfu: 3.3% | epoch: 1 | remaining: 259s    
step 00114 (13.6%) | loss: 4.461477 | lrm: 1.00 | dt: 506ms | tok/sec: 259,289 | mfu: 3.3% | epoch: 1 | remaining: 259s    
step 00115 (13.8%) | loss: 4.452723 | lrm: 1.00 | dt: 505ms | tok/sec: 259,760 | mfu: 3.3% | epoch: 1 | remaining: 258s    
step 00116 (14.0%) | loss: 4.438275 | lrm: 1.00 | dt: 506ms | tok/sec: 259,284 | mfu: 3.3% | epoch: 1 | remaining: 258s    
step 00117 (14.1%) | loss: 4.414197 | lrm: 1.00 | dt: 478ms | tok/sec: 274,420 | mfu: 3.5% | epoch: 1 | remaining: 257s    
step 00118 (14.3%) | loss: 4.399936 | lrm: 1.00 | dt: 519ms | tok/sec: 252,707 | mfu: 3.2% | epoch: 1 | remaining: 257s    
step 00119 (14.5%) | loss: 4.394452 | lrm: 1.00 | dt: 519ms | tok/sec: 252,606 | mfu: 3.2% | epoch: 1 | remaining: 256s    
step 00120 (14.6%) | loss: 4.384563 | lrm: 1.00 | dt: 519ms | tok/sec: 252,651 | mfu: 3.2% | epoch: 1 | remaining: 256s    
step 00121 (14.8%) | loss: 4.368668 | lrm: 1.00 | dt: 486ms | tok/sec: 269,786 | mfu: 3.4% | epoch: 1 | remaining: 255s    
step 00122 (15.0%) | loss: 4.350616 | lrm: 1.00 | dt: 505ms | tok/sec: 259,415 | mfu: 3.3% | epoch: 1 | remaining: 255s    
step 00123 (15.1%) | loss: 4.333091 | lrm: 1.00 | dt: 504ms | tok/sec: 260,072 | mfu: 3.3% | epoch: 1 | remaining: 254s    
step 00124 (15.3%) | loss: 4.309148 | lrm: 1.00 | dt: 503ms | tok/sec: 260,379 | mfu: 3.3% | epoch: 1 | remaining: 254s    
step 00125 (15.5%) | loss: 4.295305 | lrm: 1.00 | dt: 505ms | tok/sec: 259,613 | mfu: 3.3% | epoch: 1 | remaining: 253s    
step 00126 (15.6%) | loss: 4.289625 | lrm: 1.00 | dt: 505ms | tok/sec: 259,378 | mfu: 3.3% | epoch: 1 | remaining: 253s    
step 00127 (15.8%) | loss: 4.281671 | lrm: 1.00 | dt: 503ms | tok/sec: 260,390 | mfu: 3.3% | epoch: 1 | remaining: 252s    
step 00128 (16.0%) | loss: 4.277436 | lrm: 1.00 | dt: 503ms | tok/sec: 260,397 | mfu: 3.3% | epoch: 1 | remaining: 252s    
step 00129 (16.1%) | loss: 4.252241 | lrm: 1.00 | dt: 505ms | tok/sec: 259,452 | mfu: 3.3% | epoch: 1 | remaining: 251s    
step 00130 (16.3%) | loss: 4.262234 | lrm: 1.00 | dt: 505ms | tok/sec: 259,621 | mfu: 3.3% | epoch: 1 | remaining: 251s    
step 00131 (16.5%) | loss: 4.258542 | lrm: 1.00 | dt: 505ms | tok/sec: 259,307 | mfu: 3.3% | epoch: 1 | remaining: 250s    
