Vocab size: 8,192
CUDA capability: 12.0
torch.compile model: False
torch.compile optimizer: False
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 6, 'n_head': 3, 'n_kv_head': 3, 'n_embd': 384, 'window_pattern': 'SSLL'}
Parameter counts:
  wte                     : 3,145,728
  value_embeds            : 9,437,184
  lm_head                 : 3,145,728
  transformer_matrices    : 10,617,120
  scalars                 : 12
  total                   : 26,345,772
Estimated FLOPs per token: 1.250444e+08
Scaling AdamW LRs by 1/sqrt(384/768) = 1.414214
Time budget: 300s
Gradient accumulation steps: 8

step 00000 (0.0%) | loss: 9.011224 | lrm: 0.00 | dt: 508ms | tok/sec: 258,028 | mfu: 3.3% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.011128 | lrm: 0.00 | dt: 382ms | tok/sec: 343,427 | mfu: 4.3% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.011040 | lrm: 0.00 | dt: 381ms | tok/sec: 343,608 | mfu: 4.3% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 9.011058 | lrm: 0.00 | dt: 385ms | tok/sec: 340,874 | mfu: 4.3% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 9.011039 | lrm: 0.00 | dt: 518ms | tok/sec: 253,237 | mfu: 3.2% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 9.011071 | lrm: 0.00 | dt: 518ms | tok/sec: 252,918 | mfu: 3.2% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 9.011144 | lrm: 0.00 | dt: 519ms | tok/sec: 252,788 | mfu: 3.2% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 9.011111 | lrm: 0.00 | dt: 495ms | tok/sec: 264,699 | mfu: 3.3% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 9.011094 | lrm: 0.00 | dt: 504ms | tok/sec: 260,157 | mfu: 3.3% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 9.011097 | lrm: 0.00 | dt: 500ms | tok/sec: 262,342 | mfu: 3.3% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 9.011125 | lrm: 0.00 | dt: 506ms | tok/sec: 259,238 | mfu: 3.3% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 9.011082 | lrm: 0.00 | dt: 505ms | tok/sec: 259,522 | mfu: 3.3% | epoch: 1 | remaining: 299s    
step 00012 (0.2%) | loss: 9.011103 | lrm: 0.03 | dt: 475ms | tok/sec: 275,944 | mfu: 3.5% | epoch: 1 | remaining: 299s    
step 00013 (0.3%) | loss: 9.009825 | lrm: 0.07 | dt: 517ms | tok/sec: 253,422 | mfu: 3.2% | epoch: 1 | remaining: 299s    
step 00014 (0.5%) | loss: 9.006045 | lrm: 0.10 | dt: 517ms | tok/sec: 253,668 | mfu: 3.2% | epoch: 1 | remaining: 298s    
step 00015 (0.7%) | loss: 8.998603 | lrm: 0.13 | dt: 518ms | tok/sec: 252,884 | mfu: 3.2% | epoch: 1 | remaining: 297s    
step 00016 (0.8%) | loss: 8.984180 | lrm: 0.17 | dt: 486ms | tok/sec: 269,511 | mfu: 3.4% | epoch: 1 | remaining: 297s    
step 00017 (1.0%) | loss: 8.952160 | lrm: 0.20 | dt: 506ms | tok/sec: 259,278 | mfu: 3.3% | epoch: 1 | remaining: 296s    
step 00018 (1.2%) | loss: 8.894443 | lrm: 0.23 | dt: 506ms | tok/sec: 259,235 | mfu: 3.3% | epoch: 1 | remaining: 296s    
step 00019 (1.3%) | loss: 8.794636 | lrm: 0.27 | dt: 505ms | tok/sec: 259,457 | mfu: 3.3% | epoch: 1 | remaining: 295s    
step 00020 (1.5%) | loss: 8.672978 | lrm: 0.30 | dt: 506ms | tok/sec: 259,254 | mfu: 3.3% | epoch: 1 | remaining: 295s    
step 00021 (1.7%) | loss: 8.539853 | lrm: 0.34 | dt: 505ms | tok/sec: 259,390 | mfu: 3.3% | epoch: 1 | remaining: 294s    
step 00022 (1.8%) | loss: 8.386047 | lrm: 0.37 | dt: 505ms | tok/sec: 259,363 | mfu: 3.3% | epoch: 1 | remaining: 294s    
step 00023 (2.0%) | loss: 8.224540 | lrm: 0.40 | dt: 505ms | tok/sec: 259,648 | mfu: 3.3% | epoch: 1 | remaining: 293s    
step 00024 (2.2%) | loss: 8.046539 | lrm: 0.44 | dt: 505ms | tok/sec: 259,320 | mfu: 3.3% | epoch: 1 | remaining: 293s    
step 00025 (2.4%) | loss: 7.878400 | lrm: 0.47 | dt: 505ms | tok/sec: 259,564 | mfu: 3.3% | epoch: 1 | remaining: 292s    
step 00026 (2.5%) | loss: 7.707125 | lrm: 0.50 | dt: 510ms | tok/sec: 257,171 | mfu: 3.2% | epoch: 1 | remaining: 292s    
step 00027 (2.7%) | loss: 7.552878 | lrm: 0.54 | dt: 505ms | tok/sec: 259,404 | mfu: 3.3% | epoch: 1 | remaining: 291s    
step 00028 (2.9%) | loss: 7.406671 | lrm: 0.57 | dt: 505ms | tok/sec: 259,488 | mfu: 3.3% | epoch: 1 | remaining: 291s    
step 00029 (3.0%) | loss: 7.276250 | lrm: 0.61 | dt: 505ms | tok/sec: 259,455 | mfu: 3.3% | epoch: 1 | remaining: 290s    
step 00030 (3.2%) | loss: 7.151035 | lrm: 0.64 | dt: 507ms | tok/sec: 258,529 | mfu: 3.3% | epoch: 1 | remaining: 290s    
step 00031 (3.4%) | loss: 7.033584 | lrm: 0.67 | dt: 507ms | tok/sec: 258,444 | mfu: 3.3% | epoch: 1 | remaining: 289s    
step 00032 (3.5%) | loss: 6.918328 | lrm: 0.71 | dt: 506ms | tok/sec: 259,271 | mfu: 3.3% | epoch: 1 | remaining: 289s    
step 00033 (3.7%) | loss: 6.812325 | lrm: 0.74 | dt: 505ms | tok/sec: 259,595 | mfu: 3.3% | epoch: 1 | remaining: 288s    
step 00034 (3.9%) | loss: 6.710776 | lrm: 0.77 | dt: 508ms | tok/sec: 258,110 | mfu: 3.3% | epoch: 1 | remaining: 288s    
step 00035 (4.0%) | loss: 6.627181 | lrm: 0.81 | dt: 507ms | tok/sec: 258,326 | mfu: 3.3% | epoch: 1 | remaining: 287s    
step 00036 (4.2%) | loss: 6.545224 | lrm: 0.84 | dt: 507ms | tok/sec: 258,444 | mfu: 3.3% | epoch: 1 | remaining: 287s    
