Vocab size: 8,192
CUDA capability: 12.0
torch.compile model: False
torch.compile optimizer: False
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 6, 'n_head': 3, 'n_kv_head': 3, 'n_embd': 384, 'window_pattern': 'SSLL'}
Parameter counts:
  wte                     : 3,145,728
  value_embeds            : 9,437,184
  lm_head                 : 3,145,728
  transformer_matrices    : 10,617,120
  scalars                 : 12
  total                   : 26,345,772
Estimated FLOPs per token: 1.250444e+08
Scaling AdamW LRs by 1/sqrt(384/768) = 1.414214
Time budget: 300s
Gradient accumulation steps: 8

step 00000 (0.0%) | loss: 9.011224 | lrm: 0.00 | dt: 2015ms | tok/sec: 65,052 | mfu: 0.8% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.011128 | lrm: 0.00 | dt: 695ms | tok/sec: 188,654 | mfu: 2.4% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.011040 | lrm: 0.00 | dt: 757ms | tok/sec: 173,040 | mfu: 2.2% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 9.011058 | lrm: 0.00 | dt: 708ms | tok/sec: 185,208 | mfu: 2.3% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 9.011039 | lrm: 0.00 | dt: 758ms | tok/sec: 172,868 | mfu: 2.2% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 9.011071 | lrm: 0.00 | dt: 774ms | tok/sec: 169,300 | mfu: 2.1% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 9.011144 | lrm: 0.00 | dt: 777ms | tok/sec: 168,735 | mfu: 2.1% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 9.011111 | lrm: 0.00 | dt: 788ms | tok/sec: 166,296 | mfu: 2.1% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 9.011094 | lrm: 0.00 | dt: 730ms | tok/sec: 179,462 | mfu: 2.3% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 9.011097 | lrm: 0.00 | dt: 762ms | tok/sec: 172,093 | mfu: 2.2% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 9.011125 | lrm: 0.00 | dt: 750ms | tok/sec: 174,791 | mfu: 2.2% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 9.011082 | lrm: 0.00 | dt: 777ms | tok/sec: 168,781 | mfu: 2.1% | epoch: 1 | remaining: 299s    
step 00012 (0.3%) | loss: 9.011103 | lrm: 0.05 | dt: 850ms | tok/sec: 154,223 | mfu: 1.9% | epoch: 1 | remaining: 298s    
step 00013 (0.5%) | loss: 9.009120 | lrm: 0.11 | dt: 804ms | tok/sec: 163,084 | mfu: 2.1% | epoch: 1 | remaining: 298s    
step 00014 (0.8%) | loss: 9.002805 | lrm: 0.16 | dt: 684ms | tok/sec: 191,617 | mfu: 2.4% | epoch: 1 | remaining: 297s    
step 00015 (1.0%) | loss: 8.988823 | lrm: 0.21 | dt: 669ms | tok/sec: 195,916 | mfu: 2.5% | epoch: 1 | remaining: 296s    
step 00016 (1.3%) | loss: 8.957839 | lrm: 0.25 | dt: 599ms | tok/sec: 218,738 | mfu: 2.8% | epoch: 1 | remaining: 296s    
step 00017 (1.5%) | loss: 8.887700 | lrm: 0.29 | dt: 613ms | tok/sec: 213,830 | mfu: 2.7% | epoch: 1 | remaining: 295s    
step 00018 (1.7%) | loss: 8.779615 | lrm: 0.33 | dt: 600ms | tok/sec: 218,543 | mfu: 2.8% | epoch: 1 | remaining: 294s    
step 00019 (1.9%) | loss: 8.640884 | lrm: 0.37 | dt: 591ms | tok/sec: 221,787 | mfu: 2.8% | epoch: 1 | remaining: 294s    
step 00020 (2.1%) | loss: 8.490587 | lrm: 0.41 | dt: 605ms | tok/sec: 216,517 | mfu: 2.7% | epoch: 1 | remaining: 293s    
step 00021 (2.3%) | loss: 8.332723 | lrm: 0.45 | dt: 598ms | tok/sec: 219,062 | mfu: 2.8% | epoch: 1 | remaining: 293s    
step 00022 (2.5%) | loss: 8.153822 | lrm: 0.49 | dt: 612ms | tok/sec: 214,245 | mfu: 2.7% | epoch: 1 | remaining: 292s    
step 00023 (2.7%) | loss: 7.979054 | lrm: 0.53 | dt: 647ms | tok/sec: 202,699 | mfu: 2.6% | epoch: 1 | remaining: 291s    
step 00024 (2.9%) | loss: 7.795144 | lrm: 0.58 | dt: 605ms | tok/sec: 216,561 | mfu: 2.7% | epoch: 1 | remaining: 291s    
step 00025 (3.1%) | loss: 7.630079 | lrm: 0.62 | dt: 603ms | tok/sec: 217,339 | mfu: 2.7% | epoch: 1 | remaining: 290s    
step 00026 (3.3%) | loss: 7.465811 | lrm: 0.66 | dt: 552ms | tok/sec: 237,570 | mfu: 3.0% | epoch: 1 | remaining: 290s    
step 00027 (3.5%) | loss: 7.320623 | lrm: 0.69 | dt: 635ms | tok/sec: 206,558 | mfu: 2.6% | epoch: 1 | remaining: 289s    
step 00028 (3.7%) | loss: 7.183370 | lrm: 0.74 | dt: 620ms | tok/sec: 211,411 | mfu: 2.7% | epoch: 1 | remaining: 288s    
step 00029 (3.9%) | loss: 7.060566 | lrm: 0.78 | dt: 610ms | tok/sec: 214,872 | mfu: 2.7% | epoch: 1 | remaining: 288s    
step 00030 (4.1%) | loss: 6.943653 | lrm: 0.82 | dt: 650ms | tok/sec: 201,689 | mfu: 2.5% | epoch: 1 | remaining: 287s    
step 00031 (4.3%) | loss: 6.831863 | lrm: 0.86 | dt: 587ms | tok/sec: 223,299 | mfu: 2.8% | epoch: 1 | remaining: 286s    
step 00032 (4.5%) | loss: 6.723324 | lrm: 0.90 | dt: 675ms | tok/sec: 194,298 | mfu: 2.5% | epoch: 1 | remaining: 286s    
step 00033 (4.7%) | loss: 6.623281 | lrm: 0.95 | dt: 556ms | tok/sec: 235,619 | mfu: 3.0% | epoch: 1 | remaining: 285s    
step 00034 (4.9%) | loss: 6.527666 | lrm: 0.98 | dt: 576ms | tok/sec: 227,466 | mfu: 2.9% | epoch: 1 | remaining: 285s    
step 00035 (5.1%) | loss: 6.449867 | lrm: 1.00 | dt: 589ms | tok/sec: 222,478 | mfu: 2.8% | epoch: 1 | remaining: 284s    
step 00036 (5.3%) | loss: 6.377394 | lrm: 1.00 | dt: 643ms | tok/sec: 203,745 | mfu: 2.6% | epoch: 1 | remaining: 283s    
