Vocab size: 8,192
CUDA capability: 12.0
torch.compile model: False
torch.compile optimizer: False
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 6, 'n_head': 3, 'n_kv_head': 3, 'n_embd': 384, 'window_pattern': 'SSLL'}
Parameter counts:
  wte                     : 3,145,728
  value_embeds            : 9,437,184
  lm_head                 : 3,145,728
  transformer_matrices    : 10,617,120
  scalars                 : 12
  total                   : 26,345,772
Estimated FLOPs per token: 1.250444e+08
Scaling AdamW LRs by 1/sqrt(384/768) = 1.414214
Time budget: 300s
Gradient accumulation steps: 8

step 00000 (0.0%) | loss: 9.011224 | lrm: 0.00 | dt: 552ms | tok/sec: 237,241 | mfu: 3.0% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.011128 | lrm: 0.00 | dt: 385ms | tok/sec: 340,713 | mfu: 4.3% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.011040 | lrm: 0.00 | dt: 385ms | tok/sec: 340,797 | mfu: 4.3% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 9.011058 | lrm: 0.00 | dt: 385ms | tok/sec: 340,733 | mfu: 4.3% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 9.011039 | lrm: 0.00 | dt: 385ms | tok/sec: 340,580 | mfu: 4.3% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 9.011071 | lrm: 0.00 | dt: 385ms | tok/sec: 340,674 | mfu: 4.3% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 9.011144 | lrm: 0.00 | dt: 385ms | tok/sec: 340,691 | mfu: 4.3% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 9.011111 | lrm: 0.00 | dt: 385ms | tok/sec: 340,569 | mfu: 4.3% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 9.011094 | lrm: 0.00 | dt: 385ms | tok/sec: 340,697 | mfu: 4.3% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 9.011097 | lrm: 0.00 | dt: 385ms | tok/sec: 340,569 | mfu: 4.3% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 9.011125 | lrm: 0.00 | dt: 385ms | tok/sec: 340,576 | mfu: 4.3% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 9.011082 | lrm: 0.00 | dt: 385ms | tok/sec: 340,573 | mfu: 4.3% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 9.011103 | lrm: 0.03 | dt: 385ms | tok/sec: 340,603 | mfu: 4.3% | epoch: 1 | remaining: 299s    
step 00013 (0.3%) | loss: 9.010139 | lrm: 0.05 | dt: 385ms | tok/sec: 340,404 | mfu: 4.3% | epoch: 1 | remaining: 299s    
step 00014 (0.4%) | loss: 9.007224 | lrm: 0.08 | dt: 385ms | tok/sec: 340,432 | mfu: 4.3% | epoch: 1 | remaining: 298s    
step 00015 (0.5%) | loss: 9.001693 | lrm: 0.10 | dt: 385ms | tok/sec: 340,408 | mfu: 4.3% | epoch: 1 | remaining: 298s    
step 00016 (0.6%) | loss: 8.991868 | lrm: 0.13 | dt: 385ms | tok/sec: 340,351 | mfu: 4.3% | epoch: 1 | remaining: 298s    
step 00017 (0.8%) | loss: 8.971506 | lrm: 0.15 | dt: 385ms | tok/sec: 340,543 | mfu: 4.3% | epoch: 1 | remaining: 297s    
step 00018 (0.9%) | loss: 8.936221 | lrm: 0.18 | dt: 385ms | tok/sec: 340,334 | mfu: 4.3% | epoch: 1 | remaining: 297s    
step 00019 (1.0%) | loss: 8.869592 | lrm: 0.21 | dt: 385ms | tok/sec: 340,107 | mfu: 4.3% | epoch: 1 | remaining: 297s    
step 00020 (1.2%) | loss: 8.773600 | lrm: 0.23 | dt: 385ms | tok/sec: 340,236 | mfu: 4.3% | epoch: 1 | remaining: 296s    
step 00021 (1.3%) | loss: 8.661225 | lrm: 0.26 | dt: 385ms | tok/sec: 340,452 | mfu: 4.3% | epoch: 1 | remaining: 296s    
step 00022 (1.4%) | loss: 8.528780 | lrm: 0.28 | dt: 385ms | tok/sec: 340,144 | mfu: 4.3% | epoch: 1 | remaining: 295s    
step 00023 (1.5%) | loss: 8.382284 | lrm: 0.31 | dt: 385ms | tok/sec: 340,114 | mfu: 4.3% | epoch: 1 | remaining: 295s    
step 00024 (1.7%) | loss: 8.220425 | lrm: 0.33 | dt: 385ms | tok/sec: 340,241 | mfu: 4.3% | epoch: 1 | remaining: 295s    
step 00025 (1.8%) | loss: 8.064568 | lrm: 0.36 | dt: 385ms | tok/sec: 340,140 | mfu: 4.3% | epoch: 1 | remaining: 294s    
step 00026 (1.9%) | loss: 7.897730 | lrm: 0.39 | dt: 385ms | tok/sec: 340,300 | mfu: 4.3% | epoch: 1 | remaining: 294s    
step 00027 (2.1%) | loss: 7.742448 | lrm: 0.41 | dt: 385ms | tok/sec: 340,427 | mfu: 4.3% | epoch: 1 | remaining: 293s    
step 00028 (2.2%) | loss: 7.592983 | lrm: 0.44 | dt: 385ms | tok/sec: 340,347 | mfu: 4.3% | epoch: 1 | remaining: 293s    
step 00029 (2.3%) | loss: 7.458780 | lrm: 0.46 | dt: 385ms | tok/sec: 340,407 | mfu: 4.3% | epoch: 1 | remaining: 293s    
step 00030 (2.4%) | loss: 7.329217 | lrm: 0.49 | dt: 385ms | tok/sec: 340,356 | mfu: 4.3% | epoch: 1 | remaining: 292s    
step 00031 (2.6%) | loss: 7.206797 | lrm: 0.51 | dt: 385ms | tok/sec: 340,485 | mfu: 4.3% | epoch: 1 | remaining: 292s    
step 00032 (2.7%) | loss: 7.085860 | lrm: 0.54 | dt: 385ms | tok/sec: 340,402 | mfu: 4.3% | epoch: 1 | remaining: 292s    
step 00033 (2.8%) | loss: 6.972554 | lrm: 0.56 | dt: 385ms | tok/sec: 340,327 | mfu: 4.3% | epoch: 1 | remaining: 291s    
step 00034 (3.0%) | loss: 6.867195 | lrm: 0.59 | dt: 385ms | tok/sec: 340,414 | mfu: 4.3% | epoch: 1 | remaining: 291s    
step 00035 (3.1%) | loss: 6.779358 | lrm: 0.62 | dt: 385ms | tok/sec: 340,347 | mfu: 4.3% | epoch: 1 | remaining: 290s    
step 00036 (3.2%) | loss: 6.693166 | lrm: 0.64 | dt: 385ms | tok/sec: 340,354 | mfu: 4.3% | epoch: 1 | remaining: 290s    
