Vocab size: 8,192
CUDA capability: 12.0
torch.compile model: False
torch.compile optimizer: False
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 6, 'n_head': 3, 'n_kv_head': 3, 'n_embd': 384, 'window_pattern': 'SSLL'}
Parameter counts:
  wte                     : 3,145,728
  value_embeds            : 9,437,184
  lm_head                 : 3,145,728
  transformer_matrices    : 10,617,120
  scalars                 : 12
  total                   : 26,345,772
Estimated FLOPs per token: 1.250444e+08
Scaling AdamW LRs by 1/sqrt(384/768) = 1.414214
Time budget: 300s
Gradient accumulation steps: 8

step 00000 (0.0%) | loss: 9.011224 | lrm: 1.00 | dt: 996ms | tok/sec: 131,557 | mfu: 1.7% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.907747 | lrm: 1.00 | dt: 825ms | tok/sec: 158,922 | mfu: 2.0% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.556982 | lrm: 1.00 | dt: 826ms | tok/sec: 158,666 | mfu: 2.0% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.134558 | lrm: 1.00 | dt: 825ms | tok/sec: 158,893 | mfu: 2.0% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.786806 | lrm: 1.00 | dt: 824ms | tok/sec: 159,020 | mfu: 2.0% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.459505 | lrm: 1.00 | dt: 825ms | tok/sec: 158,861 | mfu: 2.0% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.240100 | lrm: 1.00 | dt: 825ms | tok/sec: 158,823 | mfu: 2.0% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.030328 | lrm: 1.00 | dt: 825ms | tok/sec: 158,863 | mfu: 2.0% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.854666 | lrm: 1.00 | dt: 826ms | tok/sec: 158,773 | mfu: 2.0% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.700474 | lrm: 1.00 | dt: 825ms | tok/sec: 158,970 | mfu: 2.0% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.562195 | lrm: 1.00 | dt: 823ms | tok/sec: 159,181 | mfu: 2.0% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.456411 | lrm: 1.00 | dt: 826ms | tok/sec: 158,593 | mfu: 2.0% | epoch: 1 | remaining: 299s    
step 00012 (0.3%) | loss: 6.375737 | lrm: 1.00 | dt: 825ms | tok/sec: 158,900 | mfu: 2.0% | epoch: 1 | remaining: 298s    
step 00013 (0.6%) | loss: 6.293878 | lrm: 1.00 | dt: 825ms | tok/sec: 158,817 | mfu: 2.0% | epoch: 1 | remaining: 298s    
step 00014 (0.8%) | loss: 6.201674 | lrm: 1.00 | dt: 825ms | tok/sec: 158,934 | mfu: 2.0% | epoch: 1 | remaining: 297s    
step 00015 (1.1%) | loss: 6.143806 | lrm: 1.00 | dt: 825ms | tok/sec: 158,802 | mfu: 2.0% | epoch: 1 | remaining: 296s    
step 00016 (1.4%) | loss: 6.092618 | lrm: 1.00 | dt: 825ms | tok/sec: 158,932 | mfu: 2.0% | epoch: 1 | remaining: 295s    
step 00017 (1.7%) | loss: 6.028359 | lrm: 1.00 | dt: 825ms | tok/sec: 158,850 | mfu: 2.0% | epoch: 1 | remaining: 294s    
step 00018 (1.9%) | loss: 5.982479 | lrm: 1.00 | dt: 826ms | tok/sec: 158,723 | mfu: 2.0% | epoch: 1 | remaining: 293s    
step 00019 (2.2%) | loss: 5.926114 | lrm: 1.00 | dt: 825ms | tok/sec: 158,797 | mfu: 2.0% | epoch: 1 | remaining: 293s    
step 00020 (2.5%) | loss: 5.882702 | lrm: 1.00 | dt: 825ms | tok/sec: 158,841 | mfu: 2.0% | epoch: 1 | remaining: 292s    
step 00021 (2.8%) | loss: 5.859496 | lrm: 1.00 | dt: 825ms | tok/sec: 158,805 | mfu: 2.0% | epoch: 1 | remaining: 291s    
step 00022 (3.0%) | loss: 5.813209 | lrm: 1.00 | dt: 825ms | tok/sec: 158,898 | mfu: 2.0% | epoch: 1 | remaining: 290s    
step 00023 (3.3%) | loss: 5.779314 | lrm: 1.00 | dt: 825ms | tok/sec: 158,919 | mfu: 2.0% | epoch: 1 | remaining: 289s    
step 00024 (3.6%) | loss: 5.738861 | lrm: 1.00 | dt: 825ms | tok/sec: 158,826 | mfu: 2.0% | epoch: 1 | remaining: 288s    
step 00025 (3.9%) | loss: 5.705908 | lrm: 1.00 | dt: 825ms | tok/sec: 158,883 | mfu: 2.0% | epoch: 1 | remaining: 288s    
step 00026 (4.1%) | loss: 5.667201 | lrm: 1.00 | dt: 826ms | tok/sec: 158,703 | mfu: 2.0% | epoch: 1 | remaining: 287s    
step 00027 (4.4%) | loss: 5.633934 | lrm: 1.00 | dt: 825ms | tok/sec: 158,821 | mfu: 2.0% | epoch: 1 | remaining: 286s    
step 00028 (4.7%) | loss: 5.607029 | lrm: 1.00 | dt: 825ms | tok/sec: 158,799 | mfu: 2.0% | epoch: 1 | remaining: 285s    
step 00029 (5.0%) | loss: 5.580993 | lrm: 1.00 | dt: 824ms | tok/sec: 159,021 | mfu: 2.0% | epoch: 1 | remaining: 284s    
step 00030 (5.2%) | loss: 5.558065 | lrm: 1.00 | dt: 825ms | tok/sec: 158,950 | mfu: 2.0% | epoch: 1 | remaining: 283s    
step 00031 (5.5%) | loss: 5.532465 | lrm: 1.00 | dt: 826ms | tok/sec: 158,732 | mfu: 2.0% | epoch: 1 | remaining: 283s    
step 00032 (5.8%) | loss: 5.495464 | lrm: 1.00 | dt: 825ms | tok/sec: 158,791 | mfu: 2.0% | epoch: 1 | remaining: 282s    
step 00033 (6.1%) | loss: 5.471748 | lrm: 1.00 | dt: 825ms | tok/sec: 158,892 | mfu: 2.0% | epoch: 1 | remaining: 281s    
step 00034 (6.3%) | loss: 5.437117 | lrm: 1.00 | dt: 823ms | tok/sec: 159,311 | mfu: 2.0% | epoch: 1 | remaining: 280s    
step 00035 (6.6%) | loss: 5.418712 | lrm: 1.00 | dt: 826ms | tok/sec: 158,777 | mfu: 2.0% | epoch: 1 | remaining: 279s    
step 00036 (6.9%) | loss: 5.397226 | lrm: 1.00 | dt: 825ms | tok/sec: 158,808 | mfu: 2.0% | epoch: 1 | remaining: 279s    
