Vocab size: 8,192
CUDA capability: 12.0
torch.compile model: False
torch.compile optimizer: False
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 6, 'n_head': 3, 'n_kv_head': 3, 'n_embd': 384, 'window_pattern': 'SSLL'}
Parameter counts:
  wte                     : 3,145,728
  value_embeds            : 9,437,184
  lm_head                 : 3,145,728
  transformer_matrices    : 10,617,120
  scalars                 : 12
  total                   : 26,345,772
Estimated FLOPs per token: 1.250444e+08
Scaling AdamW LRs by 1/sqrt(384/768) = 1.414214
Time budget: 300s
Gradient accumulation steps: 8

step 00000 (0.0%) | loss: 9.011224 | lrm: 0.00 | dt: 1656ms | tok/sec: 79,140 | mfu: 1.0% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.011128 | lrm: 0.00 | dt: 505ms | tok/sec: 259,383 | mfu: 3.3% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.011040 | lrm: 0.00 | dt: 564ms | tok/sec: 232,458 | mfu: 2.9% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 9.011058 | lrm: 0.00 | dt: 521ms | tok/sec: 251,457 | mfu: 3.2% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 9.011039 | lrm: 0.00 | dt: 556ms | tok/sec: 235,820 | mfu: 3.0% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 9.011071 | lrm: 0.00 | dt: 581ms | tok/sec: 225,605 | mfu: 2.9% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 9.011144 | lrm: 0.00 | dt: 581ms | tok/sec: 225,429 | mfu: 2.8% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 9.011111 | lrm: 0.00 | dt: 597ms | tok/sec: 219,434 | mfu: 2.8% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 9.011094 | lrm: 0.00 | dt: 539ms | tok/sec: 242,986 | mfu: 3.1% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 9.011097 | lrm: 0.00 | dt: 704ms | tok/sec: 186,175 | mfu: 2.4% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 9.011125 | lrm: 0.00 | dt: 733ms | tok/sec: 178,902 | mfu: 2.3% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 9.011082 | lrm: 0.00 | dt: 760ms | tok/sec: 172,384 | mfu: 2.2% | epoch: 1 | remaining: 299s    
step 00012 (0.3%) | loss: 9.011103 | lrm: 0.05 | dt: 824ms | tok/sec: 159,039 | mfu: 2.0% | epoch: 1 | remaining: 298s    
step 00013 (0.5%) | loss: 9.009163 | lrm: 0.11 | dt: 782ms | tok/sec: 167,538 | mfu: 2.1% | epoch: 1 | remaining: 298s    
step 00014 (0.8%) | loss: 9.003017 | lrm: 0.16 | dt: 730ms | tok/sec: 179,565 | mfu: 2.3% | epoch: 1 | remaining: 297s    
step 00015 (1.0%) | loss: 8.989583 | lrm: 0.21 | dt: 848ms | tok/sec: 154,595 | mfu: 2.0% | epoch: 1 | remaining: 296s    
step 00016 (1.3%) | loss: 8.959650 | lrm: 0.26 | dt: 771ms | tok/sec: 170,101 | mfu: 2.1% | epoch: 1 | remaining: 295s    
step 00017 (1.6%) | loss: 8.889245 | lrm: 0.31 | dt: 785ms | tok/sec: 167,000 | mfu: 2.1% | epoch: 1 | remaining: 294s    
step 00018 (1.8%) | loss: 8.778242 | lrm: 0.37 | dt: 773ms | tok/sec: 169,665 | mfu: 2.1% | epoch: 1 | remaining: 294s    
step 00019 (2.1%) | loss: 8.636044 | lrm: 0.42 | dt: 752ms | tok/sec: 174,302 | mfu: 2.2% | epoch: 1 | remaining: 293s    
step 00020 (2.3%) | loss: 8.481169 | lrm: 0.47 | dt: 767ms | tok/sec: 170,950 | mfu: 2.2% | epoch: 1 | remaining: 292s    
step 00021 (2.6%) | loss: 8.317231 | lrm: 0.52 | dt: 838ms | tok/sec: 156,500 | mfu: 2.0% | epoch: 1 | remaining: 291s    
step 00022 (2.9%) | loss: 8.132437 | lrm: 0.58 | dt: 787ms | tok/sec: 166,614 | mfu: 2.1% | epoch: 1 | remaining: 291s    
step 00023 (3.1%) | loss: 7.953728 | lrm: 0.63 | dt: 853ms | tok/sec: 153,670 | mfu: 1.9% | epoch: 1 | remaining: 290s    
step 00024 (3.4%) | loss: 7.766918 | lrm: 0.68 | dt: 800ms | tok/sec: 163,819 | mfu: 2.1% | epoch: 1 | remaining: 289s    
step 00025 (3.7%) | loss: 7.599745 | lrm: 0.74 | dt: 793ms | tok/sec: 165,305 | mfu: 2.1% | epoch: 1 | remaining: 288s    
step 00026 (4.0%) | loss: 7.434580 | lrm: 0.79 | dt: 735ms | tok/sec: 178,271 | mfu: 2.3% | epoch: 1 | remaining: 287s    
step 00027 (4.2%) | loss: 7.287810 | lrm: 0.84 | dt: 829ms | tok/sec: 158,069 | mfu: 2.0% | epoch: 1 | remaining: 287s    
step 00028 (4.5%) | loss: 7.149093 | lrm: 0.90 | dt: 812ms | tok/sec: 161,396 | mfu: 2.0% | epoch: 1 | remaining: 286s    
step 00029 (4.7%) | loss: 7.025477 | lrm: 0.95 | dt: 786ms | tok/sec: 166,761 | mfu: 2.1% | epoch: 1 | remaining: 285s    
step 00030 (5.0%) | loss: 6.907825 | lrm: 1.00 | dt: 818ms | tok/sec: 160,166 | mfu: 2.0% | epoch: 1 | remaining: 284s    
step 00031 (5.3%) | loss: 6.795147 | lrm: 1.00 | dt: 773ms | tok/sec: 169,525 | mfu: 2.1% | epoch: 1 | remaining: 283s    
step 00032 (5.5%) | loss: 6.686393 | lrm: 1.00 | dt: 860ms | tok/sec: 152,406 | mfu: 1.9% | epoch: 1 | remaining: 283s    
step 00033 (5.8%) | loss: 6.586234 | lrm: 1.00 | dt: 738ms | tok/sec: 177,606 | mfu: 2.2% | epoch: 1 | remaining: 282s    
step 00034 (6.1%) | loss: 6.489940 | lrm: 1.00 | dt: 655ms | tok/sec: 199,962 | mfu: 2.5% | epoch: 1 | remaining: 281s    
step 00035 (6.3%) | loss: 6.411951 | lrm: 1.00 | dt: 598ms | tok/sec: 219,176 | mfu: 2.8% | epoch: 1 | remaining: 281s    
step 00036 (6.5%) | loss: 6.338368 | lrm: 1.00 | dt: 648ms | tok/sec: 202,311 | mfu: 2.6% | epoch: 1 | remaining: 280s    
step 00037 (6.7%) | loss: 6.255988 | lrm: 1.00 | dt: 583ms | tok/sec: 224,857 | mfu: 2.8% | epoch: 1 | remaining: 279s    
step 00038 (6.9%) | loss: 6.192200 | lrm: 1.00 | dt: 593ms | tok/sec: 220,853 | mfu: 2.8% | epoch: 1 | remaining: 279s    
step 00039 (7.1%) | loss: 6.123005 | lrm: 1.00 | dt: 621ms | tok/sec: 210,974 | mfu: 2.7% | epoch: 1 | remaining: 278s    
step 00040 (7.3%) | loss: 6.055366 | lrm: 1.00 | dt: 654ms | tok/sec: 200,418 | mfu: 2.5% | epoch: 1 | remaining: 277s    
step 00041 (7.5%) | loss: 6.012538 | lrm: 1.00 | dt: 619ms | tok/sec: 211,810 | mfu: 2.7% | epoch: 1 | remaining: 277s    
step 00042 (7.7%) | loss: 5.963081 | lrm: 1.00 | dt: 607ms | tok/sec: 215,809 | mfu: 2.7% | epoch: 1 | remaining: 276s    
step 00043 (7.9%) | loss: 5.903536 | lrm: 1.00 | dt: 590ms | tok/sec: 222,062 | mfu: 2.8% | epoch: 1 | remaining: 276s    
step 00044 (8.1%) | loss: 5.860550 | lrm: 1.00 | dt: 622ms | tok/sec: 210,663 | mfu: 2.7% | epoch: 1 | remaining: 275s    
step 00045 (8.3%) | loss: 5.812524 | lrm: 1.00 | dt: 555ms | tok/sec: 236,240 | mfu: 3.0% | epoch: 1 | remaining: 274s    
step 00046 (8.5%) | loss: 5.771160 | lrm: 1.00 | dt: 608ms | tok/sec: 215,485 | mfu: 2.7% | epoch: 1 | remaining: 274s    
step 00047 (8.7%) | loss: 5.728139 | lrm: 1.00 | dt: 591ms | tok/sec: 221,820 | mfu: 2.8% | epoch: 1 | remaining: 273s    
step 00048 (8.9%) | loss: 5.696673 | lrm: 1.00 | dt: 596ms | tok/sec: 219,823 | mfu: 2.8% | epoch: 1 | remaining: 273s    
step 00049 (9.1%) | loss: 5.667783 | lrm: 1.00 | dt: 636ms | tok/sec: 205,941 | mfu: 2.6% | epoch: 1 | remaining: 272s    
step 00050 (9.3%) | loss: 5.638068 | lrm: 1.00 | dt: 609ms | tok/sec: 215,283 | mfu: 2.7% | epoch: 1 | remaining: 271s    
step 00051 (9.5%) | loss: 5.593517 | lrm: 1.00 | dt: 598ms | tok/sec: 219,318 | mfu: 2.8% | epoch: 1 | remaining: 271s    
step 00052 (9.7%) | loss: 5.559215 | lrm: 1.00 | dt: 594ms | tok/sec: 220,761 | mfu: 2.8% | epoch: 1 | remaining: 270s    
step 00053 (9.9%) | loss: 5.530777 | lrm: 1.00 | dt: 621ms | tok/sec: 210,963 | mfu: 2.7% | epoch: 1 | remaining: 270s    
step 00054 (10.1%) | loss: 5.495953 | lrm: 1.00 | dt: 606ms | tok/sec: 216,414 | mfu: 2.7% | epoch: 1 | remaining: 269s    
step 00055 (10.3%) | loss: 5.469178 | lrm: 1.00 | dt: 599ms | tok/sec: 218,823 | mfu: 2.8% | epoch: 1 | remaining: 268s    
step 00056 (10.5%) | loss: 5.451880 | lrm: 1.00 | dt: 664ms | tok/sec: 197,528 | mfu: 2.5% | epoch: 1 | remaining: 268s    
step 00057 (10.8%) | loss: 5.422344 | lrm: 1.00 | dt: 637ms | tok/sec: 205,718 | mfu: 2.6% | epoch: 1 | remaining: 267s    
step 00058 (11.0%) | loss: 5.388121 | lrm: 1.00 | dt: 558ms | tok/sec: 235,036 | mfu: 3.0% | epoch: 1 | remaining: 267s    
step 00059 (11.2%) | loss: 5.362094 | lrm: 1.00 | dt: 610ms | tok/sec: 215,032 | mfu: 2.7% | epoch: 1 | remaining: 266s    
step 00060 (11.4%) | loss: 5.338530 | lrm: 1.00 | dt: 595ms | tok/sec: 220,331 | mfu: 2.8% | epoch: 1 | remaining: 265s    
step 00061 (11.6%) | loss: 5.309745 | lrm: 1.00 | dt: 806ms | tok/sec: 162,533 | mfu: 2.1% | epoch: 1 | remaining: 265s    
step 00062 (11.8%) | loss: 5.289749 | lrm: 1.00 | dt: 811ms | tok/sec: 161,518 | mfu: 2.0% | epoch: 1 | remaining: 264s    
step 00063 (12.1%) | loss: 5.267650 | lrm: 1.00 | dt: 823ms | tok/sec: 159,315 | mfu: 2.0% | epoch: 1 | remaining: 263s    
step 00064 (12.4%) | loss: 5.249161 | lrm: 1.00 | dt: 909ms | tok/sec: 144,239 | mfu: 1.8% | epoch: 1 | remaining: 262s    
step 00065 (12.7%) | loss: 5.223951 | lrm: 1.00 | dt: 1024ms | tok/sec: 127,953 | mfu: 1.6% | epoch: 1 | remaining: 261s    
step 00066 (13.0%) | loss: 5.203206 | lrm: 1.00 | dt: 964ms | tok/sec: 135,907 | mfu: 1.7% | epoch: 1 | remaining: 260s    
step 00067 (13.3%) | loss: 5.178911 | lrm: 1.00 | dt: 978ms | tok/sec: 133,959 | mfu: 1.7% | epoch: 1 | remaining: 259s    
step 00068 (13.7%) | loss: 5.165521 | lrm: 1.00 | dt: 972ms | tok/sec: 134,834 | mfu: 1.7% | epoch: 1 | remaining: 258s    
step 00069 (14.0%) | loss: 5.135091 | lrm: 1.00 | dt: 843ms | tok/sec: 155,495 | mfu: 2.0% | epoch: 1 | remaining: 257s    
step 00070 (14.3%) | loss: 5.117005 | lrm: 1.00 | dt: 831ms | tok/sec: 157,678 | mfu: 2.0% | epoch: 1 | remaining: 256s    
step 00071 (14.5%) | loss: 5.093253 | lrm: 1.00 | dt: 803ms | tok/sec: 163,137 | mfu: 2.1% | epoch: 1 | remaining: 256s    
step 00072 (14.8%) | loss: 5.063791 | lrm: 1.00 | dt: 798ms | tok/sec: 164,221 | mfu: 2.1% | epoch: 1 | remaining: 255s    
step 00073 (15.1%) | loss: 5.038285 | lrm: 1.00 | dt: 793ms | tok/sec: 165,257 | mfu: 2.1% | epoch: 1 | remaining: 254s    
step 00074 (15.3%) | loss: 5.029360 | lrm: 1.00 | dt: 818ms | tok/sec: 160,152 | mfu: 2.0% | epoch: 1 | remaining: 253s    
step 00075 (15.6%) | loss: 5.009650 | lrm: 1.00 | dt: 820ms | tok/sec: 159,907 | mfu: 2.0% | epoch: 1 | remaining: 252s    
step 00076 (15.9%) | loss: 4.992016 | lrm: 1.00 | dt: 792ms | tok/sec: 165,573 | mfu: 2.1% | epoch: 1 | remaining: 252s    
step 00077 (16.2%) | loss: 4.982740 | lrm: 1.00 | dt: 867ms | tok/sec: 151,165 | mfu: 1.9% | epoch: 1 | remaining: 251s    
step 00078 (16.4%) | loss: 4.971295 | lrm: 1.00 | dt: 818ms | tok/sec: 160,219 | mfu: 2.0% | epoch: 1 | remaining: 250s    
step 00079 (16.7%) | loss: 4.953447 | lrm: 1.00 | dt: 790ms | tok/sec: 165,979 | mfu: 2.1% | epoch: 1 | remaining: 249s    
step 00080 (17.0%) | loss: 4.933112 | lrm: 1.00 | dt: 730ms | tok/sec: 179,646 | mfu: 2.3% | epoch: 1 | remaining: 248s    
step 00081 (17.2%) | loss: 4.908887 | lrm: 1.00 | dt: 778ms | tok/sec: 168,576 | mfu: 2.1% | epoch: 1 | remaining: 248s    
step 00082 (17.5%) | loss: 4.901431 | lrm: 1.00 | dt: 828ms | tok/sec: 158,353 | mfu: 2.0% | epoch: 1 | remaining: 247s    
step 00083 (17.8%) | loss: 4.876610 | lrm: 1.00 | dt: 786ms | tok/sec: 166,723 | mfu: 2.1% | epoch: 1 | remaining: 246s    
step 00084 (18.0%) | loss: 4.857361 | lrm: 1.00 | dt: 780ms | tok/sec: 168,083 | mfu: 2.1% | epoch: 1 | remaining: 245s    
step 00085 (18.3%) | loss: 4.842424 | lrm: 1.00 | dt: 615ms | tok/sec: 213,170 | mfu: 2.7% | epoch: 1 | remaining: 245s    
step 00086 (18.5%) | loss: 4.819465 | lrm: 1.00 | dt: 626ms | tok/sec: 209,246 | mfu: 2.6% | epoch: 1 | remaining: 244s    
step 00087 (18.7%) | loss: 4.790461 | lrm: 1.00 | dt: 615ms | tok/sec: 213,283 | mfu: 2.7% | epoch: 1 | remaining: 243s    
step 00088 (18.9%) | loss: 4.762839 | lrm: 1.00 | dt: 576ms | tok/sec: 227,723 | mfu: 2.9% | epoch: 1 | remaining: 243s    
step 00089 (19.1%) | loss: 4.746856 | lrm: 1.00 | dt: 550ms | tok/sec: 238,262 | mfu: 3.0% | epoch: 1 | remaining: 242s    
step 00090 (19.3%) | loss: 4.724267 | lrm: 1.00 | dt: 575ms | tok/sec: 227,755 | mfu: 2.9% | epoch: 1 | remaining: 242s    
step 00091 (19.5%) | loss: 4.714135 | lrm: 1.00 | dt: 630ms | tok/sec: 208,113 | mfu: 2.6% | epoch: 1 | remaining: 241s    
step 00092 (19.7%) | loss: 4.695932 | lrm: 1.00 | dt: 581ms | tok/sec: 225,411 | mfu: 2.8% | epoch: 1 | remaining: 240s    
step 00093 (19.9%) | loss: 4.684852 | lrm: 1.00 | dt: 593ms | tok/sec: 220,884 | mfu: 2.8% | epoch: 1 | remaining: 240s    
step 00094 (20.1%) | loss: 4.681938 | lrm: 1.00 | dt: 579ms | tok/sec: 226,446 | mfu: 2.9% | epoch: 1 | remaining: 239s    
step 00095 (20.3%) | loss: 4.662748 | lrm: 1.00 | dt: 629ms | tok/sec: 208,328 | mfu: 2.6% | epoch: 1 | remaining: 239s    
step 00096 (20.5%) | loss: 4.670727 | lrm: 1.00 | dt: 618ms | tok/sec: 211,935 | mfu: 2.7% | epoch: 1 | remaining: 238s    
step 00097 (20.7%) | loss: 4.658805 | lrm: 1.00 | dt: 570ms | tok/sec: 229,915 | mfu: 2.9% | epoch: 1 | remaining: 237s    
step 00098 (20.9%) | loss: 4.644632 | lrm: 1.00 | dt: 587ms | tok/sec: 223,405 | mfu: 2.8% | epoch: 1 | remaining: 237s    
